,RaceDesc,OverallJobAccess_D,lowwagelaborforce_D,Access30Transit_D,Access30Transit_ts_D,spatialmismatch_D,SAP,Agency,Language,stage,Age_bin,total_boardings
57540,0,4,4,1,2,3,0,1,0,1,1,0.0
57542,1,4,4,1,2,3,0,0,0,1,2,1.0
57543,0,4,4,1,2,3,0,0,0,1,4,3.0
57544,0,1,1,4,4,2,0,0,0,2,4,381.0
57566,3,1,1,4,4,2,0,0,0,1,1,6.0
57568,1,1,1,4,4,2,0,0,0,1,0,0.0
57569,0,1,1,4,4,2,0,4,0,1,3,5.0
57570,0,1,1,4,4,2,0,1,0,1,3,0.0
57571,2,4,4,2,3,2,0,0,0,2,1,1.0
57572,4,4,4,2,3,2,0,0,0,1,1,1.0
57573,1,2,3,3,3,3,0,0,0,1,1,0.0
57574,0,2,3,3,3,3,0,0,0,3,0,0.0
57575,5,2,3,3,3,3,0,0,0,3,4,96.0
57593,0,2,3,3,3,3,1,2,0,2,1,0.0
57594,0,2,3,3,3,3,0,0,0,1,2,0.0
57595,0,2,3,3,3,3,0,0,0,1,3,81.0
57600,0,2,2,3,3,2,0,1,0,1,4,0.0
57601,4,2,2,3,3,2,0,0,0,1,3,0.0
57602,0,2,2,3,3,2,0,0,0,1,2,0.0
57603,4,2,2,3,3,2,1,0,0,1,5,0.0
57604,0,2,2,3,3,2,0,0,0,1,0,0.0
57605,0,2,2,3,3,2,0,0,0,1,3,0.0
57607,0,2,2,3,3,2,0,5,0,1,0,0.0
57608,0,2,2,3,3,2,1,2,0,1,5,0.0
57609,2,4,4,3,3,3,0,0,1,3,4,14.0
57611,2,4,4,3,3,3,0,0,0,3,3,0.0
57612,2,4,4,3,3,3,0,0,1,3,2,3.0
57614,2,4,4,3,3,3,0,0,1,3,3,4.0
57616,2,4,4,3,3,3,0,0,1,2,3,70.0
57634,1,4,4,3,3,3,0,0,5,3,3,0.0
57635,2,4,4,3,3,3,1,0,5,2,5,8.0
57638,2,4,4,3,3,3,1,0,4,2,5,38.0
57648,2,4,4,3,3,3,1,0,1,2,5,1.0
57649,2,4,4,3,3,3,0,0,0,2,1,0.0
57650,2,4,4,3,3,3,0,0,1,2,3,0.0
57651,2,4,4,3,3,3,0,0,0,2,1,23.0
57653,2,4,4,3,3,3,0,0,0,3,0,0.0
57655,2,4,4,3,3,3,0,0,1,1,4,0.0
57656,2,4,4,3,3,3,1,0,1,1,5,528.0
57690,2,4,4,3,3,3,1,0,1,1,5,419.0
57730,2,4,4,3,3,3,1,0,1,1,5,7.0
57731,2,4,4,3,3,3,1,0,1,1,5,732.0
57751,2,4,4,3,3,3,1,0,1,1,5,5.0
57753,2,4,4,3,3,3,1,0,1,1,5,4.0
57755,2,4,4,3,3,3,0,1,1,1,5,1.0
57756,1,4,4,3,3,3,1,0,0,1,4,0.0
57761,2,4,4,3,3,3,1,0,1,1,5,2.0
57762,2,4,4,3,3,3,1,0,1,1,5,91.0
57777,2,4,4,3,3,3,1,0,4,1,5,366.0
57814,2,4,4,3,3,3,0,0,1,1,4,30.0
57820,1,4,4,3,3,3,0,5,0,1,0,0.0
57821,2,4,4,3,3,3,0,0,1,1,3,17.0
57826,2,4,4,3,3,3,0,0,0,1,2,0.0
57827,3,4,4,3,3,3,0,0,2,1,3,90.0
57846,2,4,4,3,3,3,1,2,1,1,5,511.0
57866,2,4,4,3,3,3,0,0,0,1,3,0.0
57867,2,4,4,3,3,3,0,0,0,1,0,0.0
57869,1,4,4,3,3,3,0,0,0,1,0,0.0
57871,1,4,4,3,3,3,0,0,0,1,3,0.0
57873,2,4,4,3,3,3,0,0,0,1,0,5.0
57877,2,4,4,3,3,3,1,0,1,1,4,81.0
57883,1,4,4,3,3,3,0,0,0,1,1,0.0
57885,2,2,2,3,1,2,1,0,1,1,5,692.0
57929,0,2,2,3,1,2,0,0,0,2,2,17.0
57933,0,2,2,3,1,2,1,3,5,2,4,165.0
57973,4,2,2,3,1,2,1,0,0,1,0,0.0
57974,3,2,2,3,1,2,0,0,0,1,1,0.0
57975,0,4,2,3,1,1,0,1,0,2,1,0.0
57976,3,4,2,3,1,1,0,0,0,2,0,0.0
57977,2,4,2,3,1,1,0,4,0,1,1,0.0
57978,0,4,2,3,1,1,0,0,0,1,2,0.0
57979,1,4,2,3,1,1,0,5,5,1,1,0.0
57980,0,4,2,3,1,1,1,3,0,1,2,0.0
57982,0,4,2,3,1,1,1,3,0,2,2,0.0
57984,0,4,2,3,1,1,0,1,0,1,1,0.0
57985,2,4,2,3,1,1,0,1,0,1,4,0.0
57986,0,2,4,1,1,4,0,1,0,2,1,0.0
57987,1,2,4,1,1,4,1,3,0,3,3,139.0
58005,0,2,4,1,1,4,0,4,0,2,4,2.0
58006,6,2,4,1,1,4,0,1,0,2,1,0.0
58007,6,2,4,1,1,4,0,1,0,2,1,82.0
58008,2,2,4,1,1,4,1,2,0,3,1,0.0
58009,2,2,4,1,1,4,1,2,0,3,1,82.0
58020,0,2,4,1,1,4,1,3,0,2,2,128.0
58050,3,2,4,1,1,4,0,0,2,2,3,69.0
58056,0,2,4,1,1,4,0,1,0,1,3,0.0
58057,5,2,4,1,1,4,0,0,0,1,3,0.0
58058,5,2,4,1,1,4,0,0,0,1,3,116.0
58060,5,2,4,1,1,4,0,4,5,1,0,0.0
58062,0,2,4,1,1,4,0,1,0,1,1,0.0
58064,1,2,4,1,1,4,0,0,0,1,2,0.0
58065,1,2,4,1,1,4,0,0,0,1,0,0.0
58066,4,2,4,1,1,4,0,0,0,1,0,5.0
58069,1,2,4,1,1,4,0,1,0,1,3,0.0
58070,8,2,4,1,1,4,0,0,0,1,5,0.0
58071,3,2,4,1,1,4,0,0,2,1,1,0.0
58072,0,2,4,1,1,4,0,5,5,1,3,0.0
58073,3,2,3,4,4,4,0,0,2,2,2,0.0
58074,1,2,3,4,4,4,1,3,0,2,2,34.0
58079,2,2,3,4,4,4,0,0,0,3,3,135.0
58087,2,2,3,4,4,4,0,4,0,2,5,17.0
58094,0,2,3,4,4,4,1,3,0,3,3,0.0
58095,1,2,3,4,4,4,1,3,0,2,3,0.0
58096,7,2,3,4,4,4,0,0,0,2,1,0.0
58097,3,2,3,4,4,4,0,0,2,1,3,954.0
58145,0,2,3,4,4,4,1,2,0,1,2,0.0
58146,3,2,3,4,4,4,0,0,2,1,4,0.0
58147,1,2,3,4,4,4,1,0,0,1,1,0.0
58148,3,2,3,4,4,4,0,0,2,1,2,0.0
58149,4,2,3,4,4,4,0,0,0,1,1,72.0
58168,5,2,3,4,4,4,0,0,0,1,1,7.0
58170,0,2,3,4,4,4,0,0,0,1,1,0.0
58171,4,2,3,4,4,4,0,0,0,1,0,24.0
58177,0,4,1,4,4,1,0,0,0,2,2,478.0
58211,0,4,1,4,4,1,0,0,0,2,1,150.0
58231,0,4,1,4,4,1,1,3,0,2,0,0.0
58232,1,4,1,4,4,1,0,0,0,1,0,17.0
58236,0,4,1,4,4,1,0,0,0,1,0,24.0
58242,0,4,4,2,3,4,0,0,0,3,4,12.0
58244,1,4,4,2,3,4,0,1,0,1,1,0.0
58245,2,4,4,2,3,4,0,0,1,2,4,0.0
58246,5,4,4,2,3,4,0,0,0,2,4,5.0
58251,1,4,4,2,3,4,1,4,0,3,2,47.0
58261,3,4,4,2,3,4,0,0,2,2,3,131.0
58274,4,4,4,2,3,4,0,1,0,2,4,58.0
58279,2,4,4,2,3,4,0,4,0,1,0,0.0
58280,5,4,4,2,3,4,1,0,5,1,3,77.0
58300,5,4,4,2,3,4,1,0,5,1,3,173.0
58324,5,4,4,2,3,4,1,0,5,1,0,9.0
58328,2,4,4,2,3,4,1,2,1,1,5,0.0
58335,2,4,4,2,3,4,1,0,1,1,5,278.0
58355,2,4,4,2,3,4,1,0,1,1,5,90.0
58368,0,4,4,2,3,4,1,0,0,1,3,213.0
58386,2,4,4,2,3,4,1,0,0,1,0,77.0
58401,4,4,4,2,3,4,0,0,0,1,0,0.0
58402,2,3,4,2,2,4,0,0,0,1,4,1.0
58403,0,3,4,2,2,4,0,0,0,1,1,0.0
58405,0,3,4,2,2,4,0,0,0,2,1,0.0
58407,2,4,3,3,4,1,0,0,0,3,4,991.0
58442,7,4,3,3,4,1,0,4,0,2,0,4.0
58444,3,4,3,3,4,1,0,5,0,2,2,227.0
58468,0,4,3,3,4,1,0,0,0,3,2,27.0
58476,1,4,3,3,4,1,0,1,0,2,1,0.0
58477,2,4,3,3,4,1,0,0,0,2,0,7.0
58480,2,4,3,3,4,1,0,0,0,1,0,170.0
58515,3,4,3,3,4,1,0,0,0,1,4,439.0
58552,0,4,3,3,4,1,0,0,0,1,0,6.0
58554,2,4,3,3,4,1,1,0,1,1,5,7.0
58556,2,4,3,3,4,1,1,0,1,1,5,0.0
58557,2,4,3,3,4,1,1,0,1,1,5,178.0
58577,2,4,3,3,4,1,0,1,0,1,5,0.0
58578,2,4,3,3,4,1,0,0,0,1,0,2.0
58579,0,3,1,3,4,1,0,0,0,2,2,28.0
58585,0,3,1,3,4,1,1,3,0,2,4,0.0
58586,4,3,1,3,4,1,0,0,0,2,4,0.0
58587,0,3,1,3,4,1,0,1,0,2,1,0.0
58589,0,3,1,3,4,1,0,1,0,2,4,0.0
58590,0,3,1,3,4,1,0,1,0,1,3,0.0
58591,1,4,3,3,3,2,1,0,0,1,4,0.0
58592,3,4,3,3,3,2,0,4,2,2,0,7.0
58597,3,4,3,3,3,2,0,0,0,2,0,455.0
58621,1,4,3,3,3,2,1,3,0,2,3,0.0
58622,1,4,3,3,3,2,1,2,0,2,3,80.0
58631,2,4,3,3,3,2,0,0,4,1,4,0.0
58632,0,4,3,3,3,2,0,4,0,1,4,40.0
58635,2,4,3,3,3,2,0,0,0,1,2,88.0
58650,3,4,3,3,3,2,0,0,2,1,2,0.0
58652,5,4,3,3,3,2,1,0,0,1,5,139.0
58653,5,4,3,3,3,2,1,0,0,2,5,0.0
58654,5,4,3,3,3,2,1,0,0,2,5,139.0
58671,4,4,3,3,3,2,1,0,4,1,5,0.0
58672,0,4,3,3,3,2,0,0,0,1,0,0.0
58673,3,4,4,4,4,2,0,4,0,1,0,314.0
58716,2,4,4,4,4,2,0,0,0,1,1,94.0
58750,0,4,4,4,4,2,0,4,0,1,1,9.0
58754,7,4,4,4,4,2,0,4,0,1,1,0.0
58755,7,4,4,4,4,2,1,3,0,1,2,0.0
58757,6,4,4,4,4,2,1,2,0,1,0,21.0
58764,0,4,4,4,4,2,1,2,0,1,2,684.0
58792,3,4,4,4,4,2,0,0,0,1,0,0.0
58793,3,4,4,4,4,2,0,4,0,1,1,0.0
58794,2,4,4,4,4,3,1,2,0,1,2,119.0
58810,1,4,4,4,4,3,0,3,0,2,2,13.0
58819,6,4,4,4,4,3,1,3,0,2,2,3.0
58823,6,4,4,4,4,3,0,0,0,2,0,62.0
58851,3,4,4,4,4,3,0,0,2,2,0,2.0
58853,2,4,4,4,4,3,0,0,0,1,0,71.0
58874,4,4,4,4,4,3,0,0,0,1,0,33.0
58890,7,4,4,4,4,3,0,4,0,1,2,248.0
58927,2,4,4,4,4,3,0,0,0,1,1,78.0
58948,3,4,4,4,4,3,0,0,0,1,1,29.0
58956,3,4,4,4,4,3,0,0,2,1,0,0.0
58957,0,4,4,4,4,3,0,4,0,1,1,0.0
58959,2,4,4,4,4,3,0,0,0,1,0,24.0
58968,4,4,4,4,4,3,0,0,0,1,0,15.0
58969,4,4,4,4,4,3,0,0,0,2,0,0.0
58970,4,4,4,4,4,3,0,0,0,2,0,15.0
58975,6,4,4,4,4,3,0,0,0,1,0,172.0
58990,4,4,4,4,4,3,1,4,0,1,0,0.0
58996,3,4,4,4,4,3,0,0,0,1,2,70.0
59008,0,4,4,4,4,3,0,0,0,1,2,10.0
59012,6,4,4,4,4,3,0,0,0,1,0,0.0
59013,4,4,4,4,4,3,0,0,0,1,0,6.0
59015,0,4,1,3,3,1,0,4,0,1,1,0.0
59016,4,4,2,3,4,1,1,3,0,2,4,0.0
59017,7,4,2,3,4,1,0,4,0,1,1,0.0
59019,0,4,2,3,4,1,0,1,0,2,1,0.0
59021,0,4,3,4,4,1,0,0,0,2,1,48.0
59033,1,4,3,4,4,1,1,1,0,2,3,0.0
59034,1,4,3,4,4,1,1,1,0,2,3,408.0
59035,1,4,3,4,4,1,1,2,0,3,3,0.0
59036,1,4,3,4,4,1,1,2,0,3,3,408.0
59091,1,4,3,4,4,1,1,2,0,2,2,0.0
59092,1,4,3,4,4,1,1,2,0,2,1,71.0
59108,0,4,3,4,4,1,0,0,0,1,1,62.0
59131,1,4,3,4,4,1,0,0,0,1,2,0.0
59133,4,4,3,4,4,1,0,3,0,1,2,0.0
59134,6,4,3,4,4,1,1,2,0,1,2,6.0
59137,0,4,3,4,4,1,1,2,0,1,2,0.0
59139,3,4,3,4,4,1,1,2,0,1,2,0.0
59140,1,4,3,4,4,1,0,0,0,1,0,15.0
59145,4,4,3,4,4,1,0,0,0,1,2,1.0
59146,1,4,3,4,4,1,0,0,5,1,1,2.0
59147,1,4,3,4,4,1,0,0,5,1,1,111.0
59148,1,4,3,4,4,1,0,5,5,2,1,2.0
59149,1,4,3,4,4,1,0,5,5,2,1,111.0
59173,0,4,3,4,4,1,0,0,0,1,1,2.0
59174,3,4,3,4,4,1,0,5,0,1,1,45.0
59187,5,4,3,4,4,1,1,0,0,1,5,0.0
59188,1,4,3,4,4,1,1,2,0,1,0,1.0
59189,0,4,3,4,4,1,0,1,0,1,1,0.0
59194,0,3,2,4,4,2,1,3,0,2,4,102.0
59218,2,4,3,4,4,1,1,0,0,2,5,368.0
59259,2,4,3,4,4,1,1,2,1,1,5,11.0
59265,2,4,3,4,4,1,1,0,1,1,5,15.0
59268,2,4,3,4,4,1,0,1,0,1,4,0.0
59269,2,4,3,4,4,1,1,0,1,2,5,5.0
59272,2,4,3,4,4,1,1,0,0,2,5,382.0
59313,3,4,3,4,4,1,0,0,2,1,4,0.0
59314,2,4,3,4,4,1,0,0,0,2,4,0.0
59315,2,4,3,4,4,1,1,0,1,2,5,14.0
59318,1,4,3,4,4,1,1,2,0,2,4,6.0
59319,2,4,3,4,4,1,1,0,1,2,5,127.0
59341,2,4,3,4,4,1,1,0,1,2,5,163.0
59397,7,4,3,4,4,1,1,2,0,2,1,160.0
59419,2,4,3,4,4,1,1,0,1,2,5,224.0
59458,1,4,3,4,4,1,0,0,5,1,3,0.0
59459,0,4,3,4,4,1,1,2,0,1,4,0.0
59460,4,4,3,4,4,1,1,0,0,1,4,0.0
59462,8,4,3,4,4,1,1,2,0,1,4,0.0
59463,0,4,3,4,4,1,1,1,0,1,2,0.0
59465,0,4,3,4,4,1,1,0,0,2,2,0.0
59467,2,4,3,4,4,1,1,0,0,1,5,221.0
59494,2,4,3,4,4,1,1,0,1,1,5,205.0
59537,5,4,3,4,4,1,1,0,5,1,4,0.0
59538,2,4,3,4,4,1,1,0,1,1,5,280.0
59578,2,4,3,4,4,1,1,0,1,1,0,378.0
59613,2,4,3,4,4,1,1,0,4,1,5,42.0
59621,0,4,3,4,4,1,1,2,0,1,0,0.0
59622,2,4,3,4,4,1,1,0,5,1,5,183.0
59647,1,4,3,4,4,1,1,0,0,1,4,150.0
59668,1,4,3,4,4,1,1,0,0,1,4,281.0
59704,1,4,3,4,4,1,1,3,0,1,5,0.0
59706,3,4,3,4,4,1,0,0,2,1,2,38.0
59715,0,4,3,4,4,1,1,0,0,1,4,122.0
59728,1,4,3,4,4,1,1,0,0,1,5,98.0
59733,5,4,4,3,4,3,0,0,4,2,4,0.0
59734,1,4,4,3,4,3,1,3,0,1,4,18.0
59741,2,4,4,3,4,3,0,0,0,2,0,0.0
59742,0,4,4,3,4,3,0,4,0,2,2,0.0
59743,2,4,4,3,4,3,1,0,4,2,5,0.0
59744,2,4,4,3,4,3,0,0,0,2,5,0.0
59745,2,4,4,3,4,3,1,0,4,2,4,0.0
59746,1,4,4,3,4,3,0,0,5,2,4,0.0
59747,1,4,4,3,4,3,1,3,0,2,5,145.0
59781,2,4,4,3,4,3,0,4,5,1,4,0.0
59782,2,4,4,3,4,3,1,2,4,1,5,34.0
59792,2,4,4,3,4,3,1,0,1,1,5,55.0
59816,1,4,4,3,4,3,0,1,0,1,2,21.0
59822,2,4,4,3,4,3,1,0,1,1,5,19.0
59832,1,4,4,3,4,3,0,1,0,1,3,0.0
59835,1,4,4,3,4,3,1,0,5,1,5,0.0
59836,0,4,4,3,4,3,1,3,0,1,3,52.0
59848,4,4,4,3,4,3,0,0,0,1,3,0.0
59849,1,4,4,3,4,3,0,0,0,1,4,72.0
59860,1,1,4,1,1,4,0,0,0,3,1,43.0
59867,0,1,4,1,1,4,0,0,0,2,4,0.0
59869,0,1,4,1,1,4,0,0,0,1,1,44.0
59881,0,1,4,1,1,4,0,4,0,1,2,0.0
59882,0,1,4,1,1,4,0,1,0,1,2,0.0
59883,1,1,4,1,1,4,0,1,0,1,1,0.0
59884,2,1,4,1,1,4,0,1,0,1,1,0.0
59885,0,1,4,1,1,4,1,2,0,1,2,0.0
59887,8,1,4,1,1,4,0,0,0,1,0,0.0
59889,0,1,4,1,1,4,0,3,0,1,3,0.0
59890,0,1,4,1,1,4,0,0,0,1,2,0.0
59892,0,1,4,1,1,4,0,5,0,1,3,0.0
59893,0,1,4,1,1,4,0,0,0,1,4,0.0
59895,1,1,4,1,1,4,0,5,0,1,1,0.0
59896,0,4,4,4,4,2,0,0,0,2,2,0.0
59897,1,4,4,4,4,2,1,2,0,1,0,113.0
59923,1,4,4,4,4,2,1,0,1,2,5,0.0
59924,1,4,4,4,4,2,1,3,0,3,4,330.0
59968,2,4,4,4,4,2,0,0,5,2,0,107.0
59975,2,4,4,4,4,2,1,0,1,1,5,1004.0
60020,3,4,4,4,4,2,0,5,2,1,3,702.0
60062,3,4,4,4,4,2,0,0,0,1,1,110.0
60083,2,4,4,4,4,2,1,0,1,1,5,33.0
60085,0,4,1,4,4,1,0,4,0,2,1,11.0
60093,0,4,1,4,4,1,0,0,0,1,1,7.0
60097,4,4,3,4,4,1,0,0,1,3,3,0.0
60098,2,4,3,4,4,1,0,0,1,3,3,11.0
60102,1,4,3,4,4,1,0,1,0,2,4,0.0
60104,2,4,3,4,4,1,0,0,1,3,2,0.0
60106,5,4,3,4,4,1,0,0,5,1,3,0.0
60107,2,4,3,4,4,1,0,1,4,3,3,29.0
60121,1,4,3,4,4,1,0,4,0,2,2,50.0
60135,2,4,3,4,4,1,0,0,1,2,3,0.0
60136,2,4,3,4,4,1,0,0,0,2,2,0.0
60137,1,4,3,4,4,1,0,0,0,3,4,369.0
60158,2,4,3,4,4,1,1,0,4,2,5,1.0
60159,0,4,3,4,4,1,1,3,0,3,2,269.0
60208,2,4,3,4,4,1,1,2,4,2,5,563.0
60253,2,4,3,4,4,1,0,0,4,2,2,0.0
60254,2,4,3,4,4,1,1,0,4,2,5,2.0
60255,2,4,3,4,4,1,1,0,4,2,5,7.0
60256,2,4,3,4,4,1,0,0,4,2,4,0.0
60257,2,4,3,4,4,1,1,0,5,2,5,342.0
60301,2,4,3,4,4,1,1,0,1,2,5,937.0
60344,1,4,3,4,4,1,0,1,0,1,1,259.0
60378,2,4,3,4,4,1,1,0,1,2,5,214.0
60422,2,4,3,4,4,1,1,0,1,2,5,438.0
60465,2,4,3,4,4,1,1,0,1,2,5,170.0
60491,2,4,3,4,4,1,1,0,1,2,5,200.0
60533,2,4,3,4,4,1,0,0,5,2,2,0.0
60535,0,4,3,4,4,1,0,0,0,2,2,0.0
60536,3,4,3,4,4,1,0,0,2,2,3,0.0
60537,1,4,3,4,4,1,1,0,5,2,4,101.0
60553,2,4,3,4,4,1,0,4,5,1,2,0.0
60554,0,4,3,4,4,1,1,3,0,2,1,0.0
60555,1,4,3,4,4,1,0,4,0,1,2,0.0
60556,2,4,3,4,4,1,0,4,4,1,3,605.0
60602,5,4,3,4,4,1,0,2,1,1,5,0.0
60603,2,4,3,4,4,1,1,2,1,1,5,23.0
60613,2,4,3,4,4,1,1,0,1,1,5,68.0
60634,2,4,3,4,4,1,1,0,1,1,5,91.0
60662,2,4,3,4,4,1,1,0,1,1,5,63.0
60689,2,4,3,4,4,1,1,0,1,1,5,117.0
60726,2,4,3,4,4,1,1,0,1,1,5,5.0
60727,2,4,3,4,4,1,1,0,1,1,5,571.0
60769,2,4,3,4,4,1,1,3,0,1,5,21.0
60781,2,4,3,4,4,1,1,3,1,1,5,65.0
60798,4,4,3,4,4,1,1,0,0,1,5,0.0
60799,2,4,3,4,4,1,1,0,1,1,5,782.0
60840,2,4,3,4,4,1,1,0,1,1,5,200.0
60874,2,4,3,4,4,1,1,0,1,1,3,209.0
60916,2,4,3,4,4,1,1,0,1,1,5,260.0
60953,2,4,3,4,4,1,1,0,1,1,5,311.0
60990,2,4,3,4,4,1,1,0,1,1,5,2.0
60995,2,4,3,4,4,1,1,2,1,1,5,62.0
61018,2,4,3,4,4,1,1,0,1,1,5,144.0
61053,2,4,3,4,4,1,1,0,1,1,5,4.0
61057,2,4,3,4,4,1,1,0,1,1,5,615.0
61096,2,4,3,4,4,1,0,4,1,1,5,3.0
61099,1,4,3,4,4,1,1,2,0,1,3,0.0
61100,2,4,3,4,4,1,0,1,4,1,0,0.0
61101,2,4,3,4,4,1,1,0,1,1,5,198.0
61121,0,4,3,4,4,1,0,4,0,1,2,161.0
61137,2,4,3,4,4,1,1,0,1,1,5,188.0
61184,2,4,3,4,4,1,0,0,1,1,5,2.0
61185,2,4,3,4,4,1,1,0,4,1,5,1.0
61186,4,4,3,4,4,1,1,0,4,1,5,0.0
61187,2,4,3,4,4,1,1,2,1,1,5,240.0
61216,2,4,3,4,4,1,1,0,1,1,5,23.0
61227,2,4,3,4,4,1,1,2,1,1,5,0.0
61228,4,4,3,4,4,1,1,0,4,1,5,74.0
61247,4,4,3,4,4,1,1,0,4,1,5,171.0
61271,4,4,3,4,4,1,1,0,4,1,5,2.0
61272,2,4,3,4,4,1,1,0,4,1,5,209.0
61296,0,4,3,4,4,1,0,0,0,1,1,6.0
61300,2,4,3,4,4,1,1,0,5,1,5,75.0
61318,1,4,3,4,4,1,0,1,0,1,2,0.0
61320,2,4,3,4,4,1,1,0,4,1,5,51.0
61331,0,4,3,4,4,1,0,1,0,1,5,0.0
61332,3,4,3,4,4,1,0,0,0,1,0,10.0
61338,1,4,3,4,4,1,1,0,0,1,1,0.0
61339,6,4,3,4,4,1,0,0,0,1,3,0.0
61340,4,4,3,4,4,1,1,0,5,1,5,0.0
61342,5,4,3,4,4,1,0,0,0,1,4,0.0
61343,2,4,3,4,4,1,0,0,0,1,1,0.0
61344,2,4,3,4,4,1,1,0,4,1,5,6.0
61348,5,4,3,4,4,1,1,0,0,1,3,0.0
61350,0,3,3,3,4,3,0,1,0,3,4,15.0
61352,0,3,3,3,4,3,1,2,0,1,1,102.0
61370,0,3,3,3,4,3,0,4,0,1,1,0.0
61371,5,3,3,3,4,3,0,1,0,1,3,24.0
61379,0,3,3,3,4,3,0,0,0,1,2,0.0
61380,5,3,3,3,4,3,0,1,0,1,0,0.0
61381,5,3,3,3,4,3,1,3,4,1,3,0.0
61382,4,2,4,3,4,4,1,0,0,1,3,171.0
61427,1,2,4,3,4,4,1,2,0,3,3,0.0
61428,0,2,4,3,4,4,1,0,5,1,5,40.0
61446,0,2,4,3,4,4,1,0,5,1,5,198.0
61470,1,2,4,3,4,4,0,0,0,1,1,224.0
61490,0,2,4,3,4,4,0,1,0,1,1,0.0
61491,0,2,4,3,4,4,0,1,0,1,0,0.0
61492,2,2,4,3,4,4,0,0,0,1,3,15.0
61497,0,4,4,4,4,2,0,0,0,2,4,99.0
61527,0,4,4,4,4,2,1,0,0,3,4,0.0
61528,0,4,4,4,4,2,0,3,0,1,4,3.0
61530,0,4,4,4,4,2,0,3,0,3,3,0.0
61532,0,4,4,4,4,2,0,1,0,2,4,0.0
61533,2,4,4,4,4,2,0,4,0,1,1,18.0
61540,6,4,4,4,4,2,0,5,0,1,5,219.0
61565,5,4,4,4,4,2,0,1,0,1,1,7.0
61567,0,4,4,4,4,2,1,0,0,2,5,0.0
61568,0,4,4,4,4,2,1,0,0,2,5,53.0
61581,1,4,4,4,4,2,1,0,0,1,4,55.0
61598,2,4,4,4,4,2,0,0,0,1,2,1.0
61599,2,4,1,4,4,1,1,0,0,1,5,313.0
61643,3,4,1,4,4,1,0,0,0,1,1,0.0
61644,3,4,4,3,3,3,0,0,0,3,2,16.0
61646,2,4,4,3,3,3,0,0,4,2,4,11.0
61651,3,4,4,3,3,3,0,5,2,3,3,198.0
61684,5,4,4,3,3,3,0,0,5,2,4,0.0
61685,2,4,4,3,3,3,1,0,1,1,5,353.0
61723,5,4,4,3,3,3,1,2,0,1,0,0.0
61724,4,4,4,3,3,3,0,0,0,1,0,53.0
61736,3,4,4,3,3,3,0,0,2,1,2,0.0
61737,0,4,4,3,3,3,0,0,0,1,1,0.0
61738,2,4,2,4,4,1,0,0,0,3,1,15.0
61741,7,4,2,4,4,1,0,0,0,3,1,3.0
61743,4,4,2,4,4,1,0,0,0,3,1,0.0
61744,4,4,2,4,4,1,0,0,0,3,1,1.0
61746,5,4,2,4,4,1,0,0,0,2,3,85.0
61766,2,4,2,4,4,1,0,0,0,2,1,3.0
61771,2,4,2,4,4,1,0,0,0,2,1,0.0
61773,3,4,2,4,4,1,0,0,2,2,1,3.0
61775,2,4,2,4,4,1,0,0,0,2,0,8.0
61780,0,4,2,4,4,1,0,4,0,1,2,111.0
61810,5,4,2,4,4,1,0,0,0,1,2,137.0
61840,0,4,2,4,4,1,1,2,0,1,1,248.0
61870,3,4,2,4,4,1,0,0,0,1,0,7.0
61872,5,4,2,4,4,1,0,0,0,1,4,0.0
61876,2,4,2,4,4,1,0,0,0,1,1,156.0
61893,3,4,2,4,4,1,0,0,0,1,0,211.0
61907,4,4,2,4,4,1,0,0,0,1,1,3.0
61908,0,4,2,4,4,1,0,0,0,1,0,48.0
61921,0,4,2,4,4,1,1,0,0,1,1,5.0
61922,6,4,3,2,3,1,0,0,0,1,3,208.0
61948,1,4,3,2,3,1,0,4,0,2,3,1.0
61949,1,4,3,2,3,1,0,1,0,2,0,0.0
61950,1,4,3,2,3,1,0,4,0,2,3,0.0
61951,0,4,3,2,3,1,0,4,0,2,4,1.0
61952,1,4,3,2,3,1,0,5,5,2,1,11.0
61958,3,4,3,2,3,1,0,1,2,2,4,0.0
61959,1,4,3,2,3,1,0,4,0,1,3,0.0
61960,1,4,3,2,3,1,0,0,0,1,1,208.0
61979,1,4,3,2,3,1,0,1,0,1,2,0.0
61980,2,4,3,2,3,1,1,0,1,1,5,12.0
61983,2,4,3,2,3,1,1,0,1,1,5,15.0
61986,2,4,3,2,3,1,0,0,0,1,0,0.0
61987,1,4,3,2,3,1,0,1,0,1,5,0.0
61988,5,4,3,2,3,1,0,1,0,1,0,0.0
61989,5,4,3,2,3,1,0,5,0,1,2,0.0
61990,4,4,3,2,3,1,1,3,0,1,2,0.0
61991,1,4,3,2,3,1,0,0,0,1,2,9.0
61992,4,4,1,4,4,1,1,3,0,2,2,0.0
61993,2,4,1,4,4,1,0,0,1,2,4,0.0
61994,0,4,1,4,4,1,0,4,0,2,4,280.0
62034,0,4,1,4,4,1,1,0,0,2,1,2.0
62036,0,4,1,4,4,1,1,3,0,3,3,84.0
62054,0,4,1,4,4,1,1,0,0,1,5,11.0
62059,1,4,1,4,4,1,1,0,0,1,4,639.0
62089,1,4,1,4,4,1,1,0,0,1,4,0.0
62090,0,4,1,4,4,1,1,3,0,1,3,0.0
62092,1,4,1,4,4,1,1,0,0,1,4,151.0
62105,1,4,3,4,4,2,0,0,0,2,1,106.0
62121,0,4,3,4,4,2,1,2,0,2,1,71.0
