,RaceDesc,Initial_Load,id,OverallJobAccess,lowwagelaborforce,Access30Transit,Access30Transit_ts,MSA,spatialmismatch,OverallJobAccess_quantileNum_4q,lowwagelaborforce_quantileNum_4q,Access30Transit_quantileNum_4q,Access30Transit_ts_quantileNum_4q,spatialmismatch_quantileNum_4q,OverallJobAccess_quantileNum_10q,lowwagelaborforce_quantileNum_10q,Access30Transit_quantileNum_10q,Access30Transit_ts_quantileNum_10q,spatialmismatch_quantileNum_10q,SAP,Agency,Language,Age_bin,count_enroll
32102,1,1,24544,1.6957536935806274,493,0.0733236223459243,0.0682040825486183,Seattle,0.0810453817248344,2,2,1,2,2,7,7,4,5,5,1,2,0,1,3
32123,2,0,62814,1.6957536935806274,493,0.0733236223459243,0.0682040825486183,Seattle,0.0810453817248344,2,2,1,2,2,7,7,4,5,5,0,4,0,4,2
32124,1,5,5092,1.6957536935806274,493,0.0733236223459243,0.0682040825486183,Seattle,0.0810453817248344,2,2,1,2,2,7,7,4,5,5,0,0,0,4,2
32125,1,0,164634,1.6957536935806274,493,0.0733236223459243,0.0682040825486183,Seattle,0.0810453817248344,2,2,1,2,2,7,7,4,5,5,0,1,0,5,2
32139,1,1,244226,1.6957536935806274,493,0.0733236223459243,0.0682040825486183,Seattle,0.0810453817248344,2,2,1,2,2,7,7,4,5,5,1,2,0,2,1
32140,1,0,245604,1.6957536935806274,493,0.0733236223459243,0.0682040825486183,Seattle,0.0810453817248344,2,2,1,2,2,7,7,4,5,5,0,0,5,4,1
32152,4,0,237482,1.6957536935806274,493,0.0733236223459243,0.0682040825486183,Seattle,0.0810453817248344,2,2,1,2,2,7,7,4,5,5,0,0,5,2,1
32153,2,0,243746,1.6957536935806274,493,0.0733236223459243,0.0682040825486183,Seattle,0.0810453817248344,2,2,1,2,2,7,7,4,5,5,0,0,0,0,1
32167,3,0,37698,1.6957536935806274,493,0.0733236223459243,0.0682040825486183,Seattle,0.0810453817248344,2,2,1,2,2,7,7,4,5,5,0,4,2,3,1
32172,1,0,49442,1.6957536935806274,493,0.0733236223459243,0.0682040825486183,Seattle,0.0810453817248344,2,2,1,2,2,7,7,4,5,5,0,1,0,2,1
32220,0,0,122626,0.7365721464157104,310,0.0586937554180622,0.0574572496116161,Seattle,0.0762053728103637,0,1,1,1,1,2,2,3,4,4,0,4,0,3,2
32225,0,0,42878,0.7365721464157104,310,0.0586937554180622,0.0574572496116161,Seattle,0.0762053728103637,0,1,1,1,1,2,2,3,4,4,0,4,0,2,2
32247,3,1,246564,0.7365721464157104,310,0.0586937554180622,0.0574572496116161,Seattle,0.0762053728103637,0,1,1,1,1,2,2,3,4,4,1,0,2,5,1
32254,1,0,239236,0.7365721464157104,310,0.0586937554180622,0.0574572496116161,Seattle,0.0762053728103637,0,1,1,1,1,2,2,3,4,4,0,1,0,1,1
32255,0,0,242464,0.7365721464157104,310,0.0586937554180622,0.0574572496116161,Seattle,0.0762053728103637,0,1,1,1,1,2,2,3,4,4,0,4,0,1,1
32256,2,0,243182,0.7365721464157104,310,0.0586937554180622,0.0574572496116161,Seattle,0.0762053728103637,0,1,1,1,1,2,2,3,4,4,0,1,0,2,1
32280,2,0,42186,0.7365721464157104,310,0.0586937554180622,0.0574572496116161,Seattle,0.0762053728103637,0,1,1,1,1,2,2,3,4,4,0,0,0,2,1
32308,2,0,8090,1.149842381477356,258,0.0801364853978157,0.0839267373085022,Seattle,0.0543705113232135,1,0,1,2,0,4,1,4,5,2,0,0,0,3,4
32310,2,0,94620,1.149842381477356,258,0.0801364853978157,0.0839267373085022,Seattle,0.0543705113232135,1,0,1,2,0,4,1,4,5,2,0,0,0,3,3
32321,3,0,183036,1.149842381477356,258,0.0801364853978157,0.0839267373085022,Seattle,0.0543705113232135,1,0,1,2,0,4,1,4,5,2,0,0,0,0,2
32345,4,0,246472,1.149842381477356,258,0.0801364853978157,0.0839267373085022,Seattle,0.0543705113232135,1,0,1,2,0,4,1,4,5,2,0,0,0,0,1
32346,5,0,246656,1.149842381477356,258,0.0801364853978157,0.0839267373085022,Seattle,0.0543705113232135,1,0,1,2,0,4,1,4,5,2,0,0,0,0,1
32347,2,1,245544,1.149842381477356,258,0.0801364853978157,0.0839267373085022,Seattle,0.0543705113232135,1,0,1,2,0,4,1,4,5,2,1,2,4,3,1
32360,3,2,242116,1.149842381477356,258,0.0801364853978157,0.0839267373085022,Seattle,0.0543705113232135,1,0,1,2,0,4,1,4,5,2,0,5,2,2,1
32422,0,0,249138,1.509310603141785,342,0.1516736149787902,0.1739577800035476,Seattle,0.0616354793310165,2,1,2,2,1,6,3,6,6,3,0,1,0,3,1
32428,0,0,236660,1.509310603141785,342,0.1516736149787902,0.1739577800035476,Seattle,0.0616354793310165,2,1,2,2,1,6,3,6,6,3,0,1,0,3,1
32485,1,0,246150,0.869447648525238,362,0.0389622040092945,0.0238122716546058,Seattle,0.084904596209526,1,1,1,1,2,2,4,3,3,6,0,1,0,2,1
32493,1,0,240522,0.869447648525238,362,0.0389622040092945,0.0238122716546058,Seattle,0.084904596209526,1,1,1,1,2,2,4,3,3,6,0,1,0,0,1
32494,8,1,240150,0.869447648525238,362,0.0389622040092945,0.0238122716546058,Seattle,0.084904596209526,1,1,1,1,2,2,4,3,3,6,1,4,0,0,1
32495,8,1,237540,0.869447648525238,362,0.0389622040092945,0.0238122716546058,Seattle,0.084904596209526,1,1,1,1,2,2,4,3,3,6,1,2,0,3,1
32496,4,1,241492,0.869447648525238,362,0.0389622040092945,0.0238122716546058,Seattle,0.084904596209526,1,1,1,1,2,2,4,3,3,6,1,0,0,3,1
32568,6,0,183810,1.514543533325195,381,0.0721132680773735,0.0649612322449684,Seattle,0.068494826555252,2,1,1,1,1,6,4,4,4,4,0,3,0,2,3
32573,1,1,74416,1.514543533325195,381,0.0721132680773735,0.0649612322449684,Seattle,0.068494826555252,2,1,1,1,1,6,4,4,4,4,1,2,0,2,3
32577,2,0,190108,1.514543533325195,381,0.0721132680773735,0.0649612322449684,Seattle,0.068494826555252,2,1,1,1,1,6,4,4,4,4,0,0,0,0,2
32581,6,1,220152,1.514543533325195,381,0.0721132680773735,0.0649612322449684,Seattle,0.068494826555252,2,1,1,1,1,6,4,4,4,4,1,2,0,2,2
32585,2,0,142232,1.514543533325195,381,0.0721132680773735,0.0649612322449684,Seattle,0.068494826555252,2,1,1,1,1,6,4,4,4,4,0,0,1,1,2
32587,3,1,237404,1.514543533325195,381,0.0721132680773735,0.0649612322449684,Seattle,0.068494826555252,2,1,1,1,1,6,4,4,4,4,1,0,0,2,2
32590,6,0,29456,1.514543533325195,381,0.0721132680773735,0.0649612322449684,Seattle,0.068494826555252,2,1,1,1,1,6,4,4,4,4,0,0,0,3,2
32620,0,0,249006,1.514543533325195,381,0.0721132680773735,0.0649612322449684,Seattle,0.068494826555252,2,1,1,1,1,6,4,4,4,4,0,0,0,3,1
32621,2,0,244188,1.514543533325195,381,0.0721132680773735,0.0649612322449684,Seattle,0.068494826555252,2,1,1,1,1,6,4,4,4,4,0,0,5,0,1
32638,2,2,240302,1.514543533325195,381,0.0721132680773735,0.0649612322449684,Seattle,0.068494826555252,2,1,1,1,1,6,4,4,4,4,0,0,0,0,1
32639,0,0,238188,1.514543533325195,381,0.0721132680773735,0.0649612322449684,Seattle,0.068494826555252,2,1,1,1,1,6,4,4,4,4,0,1,0,2,1
32640,3,1,241736,1.514543533325195,381,0.0721132680773735,0.0649612322449684,Seattle,0.068494826555252,2,1,1,1,1,6,4,4,4,4,1,0,0,0,1
32641,3,1,241734,1.514543533325195,381,0.0721132680773735,0.0649612322449684,Seattle,0.068494826555252,2,1,1,1,1,6,4,4,4,4,1,0,0,0,1
32642,3,1,241732,1.514543533325195,381,0.0721132680773735,0.0649612322449684,Seattle,0.068494826555252,2,1,1,1,1,6,4,4,4,4,1,0,0,0,1
32643,3,1,241730,1.514543533325195,381,0.0721132680773735,0.0649612322449684,Seattle,0.068494826555252,2,1,1,1,1,6,4,4,4,4,1,0,0,0,1
32647,1,1,237012,1.514543533325195,381,0.0721132680773735,0.0649612322449684,Seattle,0.068494826555252,2,1,1,1,1,6,4,4,4,4,1,2,0,3,1
32704,0,0,148800,1.1753214597702026,448,0.0997065901756286,0.0842921808362007,Seattle,0.0934417471289634,1,2,2,2,2,4,6,5,5,7,0,4,0,4,2
32708,2,0,50884,1.1753214597702026,448,0.0997065901756286,0.0842921808362007,Seattle,0.0934417471289634,1,2,2,2,2,4,6,5,5,7,0,1,0,5,2
32710,0,0,176584,1.1753214597702026,448,0.0997065901756286,0.0842921808362007,Seattle,0.0934417471289634,1,2,2,2,2,4,6,5,5,7,0,0,0,1,2
32730,2,1,244724,1.1753214597702026,448,0.0997065901756286,0.0842921808362007,Seattle,0.0934417471289634,1,2,2,2,2,4,6,5,5,7,1,2,0,5,1
32745,0,0,237690,1.1753214597702026,448,0.0997065901756286,0.0842921808362007,Seattle,0.0934417471289634,1,2,2,2,2,4,6,5,5,7,0,4,0,3,1
32746,1,0,241414,1.1753214597702026,448,0.0997065901756286,0.0842921808362007,Seattle,0.0934417471289634,1,2,2,2,2,4,6,5,5,7,0,1,0,4,1
32747,2,1,240850,1.1753214597702026,448,0.0997065901756286,0.0842921808362007,Seattle,0.0934417471289634,1,2,2,2,2,4,6,5,5,7,1,2,1,5,1
32771,0,0,59478,1.1753214597702026,448,0.0997065901756286,0.0842921808362007,Seattle,0.0934417471289634,1,2,2,2,2,4,6,5,5,7,0,1,0,1,1
32801,1,0,13418,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,1,0,5,3
32802,1,0,145744,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,0,0,1,3
32804,0,1,145128,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,1,2,0,2,3
32808,3,2,9390,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,5,2,4,3
32811,0,0,195784,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,4,0,4,2
32836,2,0,112800,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,4,0,1,2
32840,1,0,31726,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,0,0,3,2
32842,6,1,56014,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,1,0,0,3,2
32844,0,0,168436,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,0,0,1,2
32967,0,0,246186,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,3,0,4,1
32968,6,2,246468,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,5,0,5,1
32969,1,1,246286,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,1,3,0,5,1
32970,0,0,245926,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,4,0,2,1
32973,1,0,249254,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,4,0,4,1
32974,1,0,249252,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,4,0,1,1
32975,0,0,248822,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,0,0,3,1
32976,0,0,248838,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,3,0,4,1
32977,0,0,246726,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,0,0,1,1
32978,4,0,246724,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,0,0,4,1
32979,1,1,245262,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,1,3,0,4,1
32983,1,0,249734,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,4,0,2,1
32990,1,1,249476,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,1,3,0,4,1
32991,1,1,249374,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,1,3,0,5,1
32992,0,0,249522,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,4,0,1,1
32993,7,0,249520,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,4,0,1,1
33070,1,1,237606,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,1,2,0,5,1
33071,2,0,242706,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,1,0,0,1
33072,0,0,243218,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,1,0,1,1
33073,2,0,240864,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,4,0,3,1
33074,1,0,240862,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,4,0,1,1
33103,0,0,235992,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,4,0,4,1
33104,7,0,235876,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,4,5,1,1
33124,4,0,235414,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,4,5,2,1
33125,2,0,235412,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,4,0,2,1
33174,5,0,26292,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,1,5,3,1
33180,0,0,41542,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,0,0,2,1
33182,4,0,34132,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,4,5,1,1
33191,0,0,75734,1.8070145845413208,215,1.2117228507995603,0.6046062707901001,Seattle,0.0333135090768337,2,0,3,3,0,7,0,8,8,0,0,0,0,2,1
33387,2,0,236784,1.008579134941101,391,0.1601507514715194,0.0669596567749977,Seattle,0.0870879217982292,1,2,2,2,2,3,5,6,5,6,0,1,4,0,1
33388,2,0,236782,1.008579134941101,391,0.1601507514715194,0.0669596567749977,Seattle,0.0870879217982292,1,2,2,2,2,3,5,6,5,6,0,1,0,3,1
33409,3,0,129012,1.6341384649276731,379,0.1390927881002426,0.1036721915006637,Seattle,0.0642871931195259,2,1,2,2,1,6,4,5,5,3,0,0,2,3,2
33418,1,0,179292,1.6341384649276731,379,0.1390927881002426,0.1036721915006637,Seattle,0.0642871931195259,2,1,2,2,1,6,4,5,5,3,0,1,0,2,2
33419,1,0,166542,1.6341384649276731,379,0.1390927881002426,0.1036721915006637,Seattle,0.0642871931195259,2,1,2,2,1,6,4,5,5,3,0,1,0,3,2
33469,4,0,246312,1.6341384649276731,379,0.1390927881002426,0.1036721915006637,Seattle,0.0642871931195259,2,1,2,2,1,6,4,5,5,3,0,0,5,0,1
33470,4,0,245884,1.6341384649276731,379,0.1390927881002426,0.1036721915006637,Seattle,0.0642871931195259,2,1,2,2,1,6,4,5,5,3,0,0,0,0,1
33471,4,0,245882,1.6341384649276731,379,0.1390927881002426,0.1036721915006637,Seattle,0.0642871931195259,2,1,2,2,1,6,4,5,5,3,0,0,0,0,1
33472,1,0,244782,1.6341384649276731,379,0.1390927881002426,0.1036721915006637,Seattle,0.0642871931195259,2,1,2,2,1,6,4,5,5,3,0,1,0,1,1
33495,8,0,242470,1.6341384649276731,379,0.1390927881002426,0.1036721915006637,Seattle,0.0642871931195259,2,1,2,2,1,6,4,5,5,3,0,4,0,1,1
33496,1,1,242718,1.6341384649276731,379,0.1390927881002426,0.1036721915006637,Seattle,0.0642871931195259,2,1,2,2,1,6,4,5,5,3,1,2,0,2,1
33497,1,0,242712,1.6341384649276731,379,0.1390927881002426,0.1036721915006637,Seattle,0.0642871931195259,2,1,2,2,1,6,4,5,5,3,0,1,0,5,1
33498,0,0,242272,1.6341384649276731,379,0.1390927881002426,0.1036721915006637,Seattle,0.0642871931195259,2,1,2,2,1,6,4,5,5,3,0,0,0,1,1
33499,2,0,235986,1.6341384649276731,379,0.1390927881002426,0.1036721915006637,Seattle,0.0642871931195259,2,1,2,2,1,6,4,5,5,3,0,4,0,0,1
33555,1,0,149526,1.6052628755569458,502,0.058710940182209,0.0436938181519508,Seattle,0.0863814800977706,2,2,1,1,2,6,7,3,4,6,0,0,0,1,2
33557,0,0,116452,1.6052628755569458,502,0.058710940182209,0.0436938181519508,Seattle,0.0863814800977706,2,2,1,1,2,6,7,3,4,6,0,0,0,1,2
33558,7,0,207116,1.6052628755569458,502,0.058710940182209,0.0436938181519508,Seattle,0.0863814800977706,2,2,1,1,2,6,7,3,4,6,0,1,0,2,2
33560,1,0,129268,1.6052628755569458,502,0.058710940182209,0.0436938181519508,Seattle,0.0863814800977706,2,2,1,1,2,6,7,3,4,6,0,0,0,1,2
33563,3,0,142154,1.6052628755569458,502,0.058710940182209,0.0436938181519508,Seattle,0.0863814800977706,2,2,1,1,2,6,7,3,4,6,0,4,0,1,2
33568,2,0,159438,1.6052628755569458,502,0.058710940182209,0.0436938181519508,Seattle,0.0863814800977706,2,2,1,1,2,6,7,3,4,6,0,4,0,3,2
33591,0,0,248768,1.6052628755569458,502,0.058710940182209,0.0436938181519508,Seattle,0.0863814800977706,2,2,1,1,2,6,7,3,4,6,0,0,0,4,1
33592,1,1,244018,1.6052628755569458,502,0.058710940182209,0.0436938181519508,Seattle,0.0863814800977706,2,2,1,1,2,6,7,3,4,6,1,0,0,0,1
33593,1,0,245340,1.6052628755569458,502,0.058710940182209,0.0436938181519508,Seattle,0.0863814800977706,2,2,1,1,2,6,7,3,4,6,0,1,0,3,1
33615,3,0,242514,1.6052628755569458,502,0.058710940182209,0.0436938181519508,Seattle,0.0863814800977706,2,2,1,1,2,6,7,3,4,6,0,0,2,3,1
33616,3,1,243932,1.6052628755569458,502,0.058710940182209,0.0436938181519508,Seattle,0.0863814800977706,2,2,1,1,2,6,7,3,4,6,1,2,2,5,1
33617,4,0,243844,1.6052628755569458,502,0.058710940182209,0.0436938181519508,Seattle,0.0863814800977706,2,2,1,1,2,6,7,3,4,6,0,3,0,0,1
33618,3,0,243536,1.6052628755569458,502,0.058710940182209,0.0436938181519508,Seattle,0.0863814800977706,2,2,1,1,2,6,7,3,4,6,0,0,2,0,1
33619,2,0,240956,1.6052628755569458,502,0.058710940182209,0.0436938181519508,Seattle,0.0863814800977706,2,2,1,1,2,6,7,3,4,6,0,1,0,1,1
33620,0,0,241968,1.6052628755569458,502,0.058710940182209,0.0436938181519508,Seattle,0.0863814800977706,2,2,1,1,2,6,7,3,4,6,0,1,0,3,1
33644,1,1,51146,1.6052628755569458,502,0.058710940182209,0.0436938181519508,Seattle,0.0863814800977706,2,2,1,1,2,6,7,3,4,6,1,0,0,3,1
33678,3,0,132730,1.971908450126648,286,0.1568415462970733,0.1049752980470657,Seattle,0.040311012417078,3,0,2,2,0,7,2,6,5,1,0,0,2,3,2
33680,3,0,135240,1.971908450126648,286,0.1568415462970733,0.1049752980470657,Seattle,0.040311012417078,3,0,2,2,0,7,2,6,5,1,0,0,2,4,2
33682,0,1,217556,1.971908450126648,286,0.1568415462970733,0.1049752980470657,Seattle,0.040311012417078,3,0,2,2,0,7,2,6,5,1,1,0,0,4,2
33687,0,0,203022,1.971908450126648,286,0.1568415462970733,0.1049752980470657,Seattle,0.040311012417078,3,0,2,2,0,7,2,6,5,1,0,1,0,4,2
33692,0,1,4112,1.971908450126648,286,0.1568415462970733,0.1049752980470657,Seattle,0.040311012417078,3,0,2,2,0,7,2,6,5,1,1,2,0,4,2
33720,0,0,244566,1.971908450126648,286,0.1568415462970733,0.1049752980470657,Seattle,0.040311012417078,3,0,2,2,0,7,2,6,5,1,0,1,0,3,1
33721,1,0,244300,1.971908450126648,286,0.1568415462970733,0.1049752980470657,Seattle,0.040311012417078,3,0,2,2,0,7,2,6,5,1,0,1,0,2,1
33741,2,0,236790,1.971908450126648,286,0.1568415462970733,0.1049752980470657,Seattle,0.040311012417078,3,0,2,2,0,7,2,6,5,1,0,0,0,0,1
33761,1,0,67772,1.971908450126648,286,0.1568415462970733,0.1049752980470657,Seattle,0.040311012417078,3,0,2,2,0,7,2,6,5,1,0,0,5,1,1
33836,0,0,3606,1.717533826828003,310,0.7752962708473206,0.4339120090007782,Seattle,0.0503883957862854,2,1,3,3,0,7,2,8,8,1,0,4,0,4,2
33850,0,0,249756,1.717533826828003,310,0.7752962708473206,0.4339120090007782,Seattle,0.0503883957862854,2,1,3,3,0,7,2,8,8,1,0,0,0,3,1
33856,0,0,236474,1.717533826828003,310,0.7752962708473206,0.4339120090007782,Seattle,0.0503883957862854,2,1,3,3,0,7,2,8,8,1,0,1,0,5,1
33866,0,2,61304,1.717533826828003,310,0.7752962708473206,0.4339120090007782,Seattle,0.0503883957862854,2,1,3,3,0,7,2,8,8,1,0,0,0,0,1
33905,8,0,194850,1.0975698232650757,674,0.0357277132570743,0.0316938646137714,Seattle,0.1450287699699401,1,3,1,1,3,3,8,2,3,9,0,0,0,2,2
33906,4,6,133350,1.0975698232650757,674,0.0357277132570743,0.0316938646137714,Seattle,0.1450287699699401,1,3,1,1,3,3,8,2,3,9,0,0,5,2,2
33911,1,0,12760,1.0975698232650757,674,0.0357277132570743,0.0316938646137714,Seattle,0.1450287699699401,1,3,1,1,3,3,8,2,3,9,0,0,0,3,2
33957,1,2,246328,1.0975698232650757,674,0.0357277132570743,0.0316938646137714,Seattle,0.1450287699699401,1,3,1,1,3,3,8,2,3,9,0,0,0,3,1
33986,2,1,238872,1.0975698232650757,674,0.0357277132570743,0.0316938646137714,Seattle,0.1450287699699401,1,3,1,1,3,3,8,2,3,9,1,2,5,5,1
33987,1,0,241090,1.0975698232650757,674,0.0357277132570743,0.0316938646137714,Seattle,0.1450287699699401,1,3,1,1,3,3,8,2,3,9,0,1,0,0,1
33988,1,0,241280,1.0975698232650757,674,0.0357277132570743,0.0316938646137714,Seattle,0.1450287699699401,1,3,1,1,3,3,8,2,3,9,0,1,0,2,1
33989,0,0,242088,1.0975698232650757,674,0.0357277132570743,0.0316938646137714,Seattle,0.1450287699699401,1,3,1,1,3,3,8,2,3,9,0,0,0,1,1
33990,5,0,242106,1.0975698232650757,674,0.0357277132570743,0.0316938646137714,Seattle,0.1450287699699401,1,3,1,1,3,3,8,2,3,9,0,0,0,2,1
33991,1,1,241812,1.0975698232650757,674,0.0357277132570743,0.0316938646137714,Seattle,0.1450287699699401,1,3,1,1,3,3,8,2,3,9,1,2,0,5,1
33997,1,0,236310,1.0975698232650757,674,0.0357277132570743,0.0316938646137714,Seattle,0.1450287699699401,1,3,1,1,3,3,8,2,3,9,0,1,0,3,1
33998,1,0,235650,1.0975698232650757,674,0.0357277132570743,0.0316938646137714,Seattle,0.1450287699699401,1,3,1,1,3,3,8,2,3,9,0,0,0,1,1
33999,5,0,235804,1.0975698232650757,674,0.0357277132570743,0.0316938646137714,Seattle,0.1450287699699401,1,3,1,1,3,3,8,2,3,9,0,0,0,0,1
34000,1,0,236916,1.0975698232650757,674,0.0357277132570743,0.0316938646137714,Seattle,0.1450287699699401,1,3,1,1,3,3,8,2,3,9,0,1,0,1,1
34001,5,0,236562,1.0975698232650757,674,0.0357277132570743,0.0316938646137714,Seattle,0.1450287699699401,1,3,1,1,3,3,8,2,3,9,0,1,5,0,1
34002,5,0,236556,1.0975698232650757,674,0.0357277132570743,0.0316938646137714,Seattle,0.1450287699699401,1,3,1,1,3,3,8,2,3,9,0,1,5,1,1
34098,2,0,28876,1.7676090002059937,662,0.0073512089438736,0.0014576015528291,Seattle,0.1047892868518829,2,3,0,0,3,7,8,1,1,7,0,0,1,3,4
34102,3,0,153976,1.7676090002059937,662,0.0073512089438736,0.0014576015528291,Seattle,0.1047892868518829,2,3,0,0,3,7,8,1,1,7,0,0,2,3,2
34105,5,0,119770,1.7676090002059937,662,0.0073512089438736,0.0014576015528291,Seattle,0.1047892868518829,2,3,0,0,3,7,8,1,1,7,0,0,0,3,2
34106,2,0,128074,1.7676090002059937,662,0.0073512089438736,0.0014576015528291,Seattle,0.1047892868518829,2,3,0,0,3,7,8,1,1,7,0,0,1,2,2
34107,0,1,144362,1.7676090002059937,662,0.0073512089438736,0.0014576015528291,Seattle,0.1047892868518829,2,3,0,0,3,7,8,1,1,7,1,2,0,2,2
34112,0,0,64214,1.7676090002059937,662,0.0073512089438736,0.0014576015528291,Seattle,0.1047892868518829,2,3,0,0,3,7,8,1,1,7,0,0,0,1,2
34129,7,0,245930,1.7676090002059937,662,0.0073512089438736,0.0014576015528291,Seattle,0.1047892868518829,2,3,0,0,3,7,8,1,1,7,0,0,0,1,1
34130,0,0,248816,1.7676090002059937,662,0.0073512089438736,0.0014576015528291,Seattle,0.1047892868518829,2,3,0,0,3,7,8,1,1,7,0,0,0,2,1
34131,1,0,245574,1.7676090002059937,662,0.0073512089438736,0.0014576015528291,Seattle,0.1047892868518829,2,3,0,0,3,7,8,1,1,7,0,1,0,0,1
34143,3,0,235398,1.7676090002059937,662,0.0073512089438736,0.0014576015528291,Seattle,0.1047892868518829,2,3,0,0,3,7,8,1,1,7,0,3,0,1,1
34186,0,0,137852,0.8359794020652771,272,0.0425442792475223,0.0425442792475223,Seattle,0.0645685642957687,1,0,1,1,1,2,1,3,4,3,0,1,0,2,2
34196,0,0,241712,0.8359794020652771,272,0.0425442792475223,0.0425442792475223,Seattle,0.0645685642957687,1,0,1,1,1,2,1,3,4,3,0,1,0,3,1
34205,4,0,169832,0.5733664631843567,512,0.160730093717575,0.1075752004981041,Seattle,0.1329558789730072,0,3,2,2,3,1,7,6,6,8,0,0,5,0,2
34220,1,0,246262,0.5733664631843567,512,0.160730093717575,0.1075752004981041,Seattle,0.1329558789730072,0,3,2,2,3,1,7,6,6,8,0,0,5,2,1
