week,Community Transit,Everett Transit,King County Metro,Kitsap Transit,Pierce Transit,Sound Transit,card_id
2022-01-02,,,9.0,,,4.0,244134-1
2022-01-02,,,9.0,,,4.0,244134-2
2022-01-09,,,1.0,,,,244134-1
2022-01-09,,,1.0,,,,244134-2
2022-01-23,,,10.0,,,4.0,244134-1
2022-01-23,,,10.0,,,4.0,244134-2
2022-01-30,,,4.0,,,3.0,244134-1
2022-01-30,,,4.0,,,3.0,244134-2
2022-02-06,,,1.0,,,1.0,244134-1
2022-02-06,,,1.0,,,1.0,244134-2
2022-02-13,,,8.0,,,1.0,244134-1
2022-02-13,,,8.0,,,1.0,244134-2
2022-02-27,,,6.0,,,6.0,244134-1
2022-02-27,,,6.0,,,6.0,244134-2
2022-03-06,,,12.0,,,6.0,244134-1
2022-03-06,,,12.0,,,6.0,244134-2
2021-11-07,,,9.0,,,1.0,244450-1
2021-11-07,,,9.0,,,1.0,244450-2
2021-11-14,,,2.0,,,,244450-1
2021-11-14,,,2.0,,,,244450-2
2021-11-21,,,2.0,,,,244450-1
2021-11-21,,,2.0,,,,244450-2
2021-11-28,,,2.0,,,,244450-1
2021-11-28,,,2.0,,,,244450-2
2021-12-05,,,2.0,,,,244450-1
2021-12-05,,,2.0,,,,244450-2
2021-12-12,,,5.0,,,,244450-1
2021-12-12,,,5.0,,,,244450-2
2021-12-19,,,4.0,,,,244450-1
2021-12-19,,,4.0,,,,244450-2
2021-12-26,,,1.0,,,,244450-1
2021-12-26,,,1.0,,,,244450-2
2022-01-30,,,12.0,,,2.0,244450-1
2022-01-30,,,12.0,,,2.0,244450-2
2022-02-06,,,9.0,,,,244450-1
2022-02-06,,,9.0,,,,244450-2
2022-02-13,,,4.0,,,,244450-1
2022-02-13,,,4.0,,,,244450-2
2022-02-20,,,1.0,,,,244450-1
2022-02-20,,,1.0,,,,244450-2
2022-02-27,,,13.0,,,,244450-1
2022-02-27,,,13.0,,,,244450-2
2022-03-06,,,5.0,,,,244450-1
2022-03-06,,,5.0,,,,244450-2
2021-11-07,,,9.0,,,,44314-2
2021-11-07,,,9.0,,,,44314-3
2021-11-14,,,2.0,,,,44314-2
2021-11-14,,,2.0,,,,44314-3
2021-11-21,,,2.0,,,,44314-2
2021-11-21,,,2.0,,,,44314-3
2021-11-28,,,3.0,,,,44314-2
2021-11-28,,,3.0,,,,44314-3
2021-12-05,,,5.0,,,,44314-2
2021-12-05,,,5.0,,,,44314-3
2021-12-12,,,3.0,,,,44314-2
2021-12-12,,,3.0,,,,44314-3
2021-12-19,,,4.0,,,,44314-2
2021-12-19,,,4.0,,,,44314-3
2022-01-09,,,2.0,,,,44314-2
2022-01-09,,,2.0,,,,44314-3
2022-01-16,,,6.0,,,,44314-2
2022-01-16,,,6.0,,,,44314-3
2022-01-23,,,3.0,,,,44314-2
2022-01-23,,,3.0,,,,44314-3
2022-01-30,,,2.0,,,,44314-2
2022-01-30,,,2.0,,,,44314-3
2022-02-13,,,3.0,,,,44314-2
2022-02-13,,,3.0,,,,44314-3
2022-02-20,,,3.0,,,,44314-2
2022-02-20,,,3.0,,,,44314-3
2022-03-06,,,4.0,,,,44314-2
2022-03-06,,,4.0,,,,44314-3
2021-11-07,,,5.0,,,,11328-3
2021-11-07,,,5.0,,,,11328-4
2021-11-21,,,2.0,,,,11328-3
2021-11-21,,,2.0,,,,11328-4
2021-11-28,,,9.0,,,,11328-3
2021-11-28,,,9.0,,,,11328-4
2021-12-05,,,1.0,,,,11328-3
2021-12-05,,,1.0,,,,11328-4
2021-12-12,,,1.0,,,,11328-3
2021-12-12,,,1.0,,,,11328-4
2021-12-19,,,3.0,,,1.0,11328-3
2021-12-19,,,3.0,,,1.0,11328-4
2021-12-26,,,5.0,,,1.0,11328-3
2021-12-26,,,5.0,,,1.0,11328-4
2022-01-02,,,1.0,,,,11328-3
2022-01-02,,,1.0,,,,11328-4
2021-11-07,,,5.0,,,,244674-1
2021-11-14,,,6.0,,,,244674-1
2021-11-21,,,4.0,,,,244674-1
2021-11-28,,,4.0,,,,244674-1
2021-12-05,,,8.0,,,,244674-1
2021-12-12,,,11.0,,,1.0,244674-1
2021-12-19,,,3.0,,,2.0,244674-1
2021-12-26,,,3.0,,,,244674-1
2021-11-07,,,15.0,,,,71098-1
2021-11-07,,,15.0,,,,71098-2
2021-11-14,,,8.0,,,1.0,71098-1
2021-11-14,,,8.0,,,1.0,71098-2
2021-11-21,,,7.0,,,,71098-1
2021-11-21,,,7.0,,,,71098-2
2021-11-28,,,5.0,,,,71098-1
2021-11-28,,,5.0,,,,71098-2
2021-12-05,,,11.0,,,,71098-1
2021-12-05,,,11.0,,,,71098-2
2021-12-12,,,8.0,,,2.0,71098-1
2021-12-12,,,8.0,,,2.0,71098-2
2021-12-19,,,9.0,,,,71098-1
2021-12-19,,,9.0,,,,71098-2
2021-12-26,,,11.0,,,,71098-1
2021-12-26,,,11.0,,,,71098-2
2022-01-02,,,7.0,,,,71098-1
2022-01-02,,,7.0,,,,71098-2
2022-01-09,,,1.0,,,,71098-1
2022-01-09,,,1.0,,,,71098-2
2022-01-16,,,18.0,,,,71098-1
2022-01-16,,,18.0,,,,71098-2
2022-01-23,,,9.0,,,,71098-1
2022-01-23,,,9.0,,,,71098-2
2022-01-30,,,3.0,,,2.0,71098-1
2022-01-30,,,3.0,,,2.0,71098-2
2022-02-20,,,10.0,,,,71098-1
2022-02-20,,,10.0,,,,71098-2
2022-02-27,,,13.0,,,,71098-1
2022-02-27,,,13.0,,,,71098-2
2022-03-06,,,7.0,,,,71098-1
2022-03-06,,,7.0,,,,71098-2
2021-11-07,,,6.0,,,,191098-2
2021-11-14,,,5.0,,,,191098-2
2021-11-21,,,7.0,,,,191098-2
2021-11-28,,,5.0,,,,191098-2
2021-12-05,,,3.0,,,,191098-2
2021-12-12,,,5.0,,,,191098-2
2021-12-19,,,3.0,,,,191098-2
2021-12-26,,,3.0,,,,191098-2
2022-01-02,,,1.0,,,,191098-2
2022-01-09,,,3.0,,,,191098-2
2022-01-16,,,5.0,,,,191098-2
2022-01-23,,,7.0,,,,191098-2
2022-01-30,,,4.0,,,,191098-2
2022-02-06,,,1.0,,,,191098-2
2021-11-07,,,13.0,,,,48962-2
2021-11-07,,,13.0,,,,48962-3
2021-11-14,,,32.0,,,1.0,48962-2
2021-11-14,,,32.0,,,1.0,48962-3
2021-11-21,,,13.0,,,1.0,48962-2
2021-11-21,,,13.0,,,1.0,48962-3
2021-11-28,,,15.0,,,,48962-2
2021-11-28,,,15.0,,,,48962-3
2021-12-05,,,17.0,,,2.0,48962-2
2021-12-05,,,17.0,,,2.0,48962-3
2021-12-12,,,17.0,,,,48962-2
2021-12-12,,,17.0,,,,48962-3
2021-12-19,,,18.0,,,,48962-2
2021-12-19,,,18.0,,,,48962-3
2021-12-26,,,10.0,,,,48962-2
2021-12-26,,,10.0,,,,48962-3
2022-01-02,,,7.0,,,2.0,48962-2
2022-01-02,,,7.0,,,2.0,48962-3
2022-01-09,,,11.0,,,,48962-2
2022-01-09,,,11.0,,,,48962-3
2022-01-16,,,17.0,,,2.0,48962-2
2022-01-16,,,17.0,,,2.0,48962-3
2022-01-23,,,15.0,,,6.0,48962-2
2022-01-23,,,15.0,,,6.0,48962-3
2022-01-30,,,16.0,,,4.0,48962-2
2022-01-30,,,16.0,,,4.0,48962-3
2022-02-06,,,13.0,,,13.0,48962-2
2022-02-06,,,13.0,,,13.0,48962-3
2022-02-13,,,15.0,,,3.0,48962-2
2022-02-13,,,15.0,,,3.0,48962-3
2022-02-20,,,17.0,,,,48962-2
2022-02-20,,,17.0,,,,48962-3
2022-02-27,,,14.0,,,2.0,48962-2
2022-02-27,,,14.0,,,2.0,48962-3
2022-03-06,,,5.0,,,4.0,48962-2
2022-03-06,,,5.0,,,4.0,48962-3
2021-11-07,,,7.0,,,1.0,244698-1
2021-11-14,,,4.0,,,,244698-1
2021-11-21,,,2.0,,,,244698-1
2021-11-28,,,4.0,,,,244698-1
2021-12-05,,,4.0,,,,244698-1
2021-12-12,,,8.0,,,,244698-1
2021-12-19,,,4.0,,,,244698-1
2022-01-02,,,3.0,,,,244698-1
2021-11-07,,,2.0,,,,244712-1
2021-11-07,,,2.0,,,,244712-2
2021-12-19,,,2.0,,,,244712-1
2021-12-19,,,2.0,,,,244712-2
2021-12-26,,,2.0,,,,244712-1
2021-12-26,,,2.0,,,,244712-2
2022-02-27,,,,,,2.0,244712-1
2022-02-27,,,,,,2.0,244712-2
2022-03-06,,,2.0,,,2.0,244712-1
2022-03-06,,,2.0,,,2.0,244712-2
2021-11-07,,,9.0,,,,122526-3
2021-11-14,,,1.0,,,,122526-3
2021-11-21,,,6.0,,,,122526-3
2021-12-05,,,1.0,,,,122526-3
2021-12-12,,,7.0,,,,122526-3
2021-12-19,,,3.0,,,,122526-3
2022-01-09,,,3.0,,,,122526-3
2022-01-16,,,4.0,,,,122526-3
2022-01-23,,,4.0,,,,122526-3
2022-01-30,,,5.0,,,,122526-3
2021-11-07,,,3.0,,,,132552-4
2021-11-07,,,3.0,,,,132552-5
2021-11-21,,,4.0,,,,132552-4
2021-11-21,,,4.0,,,,132552-5
2021-11-28,,,3.0,,,,132552-4
2021-11-28,,,3.0,,,,132552-5
2021-12-05,,,6.0,,,,132552-4
2021-12-05,,,6.0,,,,132552-5
2021-12-12,,,7.0,,,,132552-4
2021-12-12,,,7.0,,,,132552-5
2022-01-16,,,7.0,,,,132552-4
2022-01-16,,,7.0,,,,132552-5
2022-01-23,,,7.0,,,,132552-4
2022-01-23,,,7.0,,,,132552-5
2022-01-30,,,11.0,,,,132552-4
2022-01-30,,,11.0,,,,132552-5
2022-02-06,,,17.0,,,,132552-4
2022-02-06,,,17.0,,,,132552-5
2022-02-13,,,10.0,,,,132552-4
2022-02-13,,,10.0,,,,132552-5
2021-11-07,,,,,,2.0,244902-1
2021-11-07,,,,,,2.0,244902-3
2021-11-14,,,5.0,,,1.0,244902-1
2021-11-14,,,5.0,,,1.0,244902-3
2021-11-21,,,4.0,,,3.0,244902-1
2021-11-21,,,4.0,,,3.0,244902-3
2021-11-28,,,3.0,,,8.0,244902-1
2021-11-28,,,3.0,,,8.0,244902-3
2021-12-05,,,3.0,,,2.0,244902-1
2021-12-05,,,3.0,,,2.0,244902-3
2021-12-12,,,9.0,,,6.0,244902-1
2021-12-12,,,9.0,,,6.0,244902-3
2021-12-19,,,3.0,,,5.0,244902-1
2021-12-19,,,3.0,,,5.0,244902-3
2021-12-26,,,,,,5.0,244902-1
2021-12-26,,,,,,5.0,244902-3
2022-01-02,,,,,,3.0,244902-1
2022-01-02,,,,,,3.0,244902-3
2022-01-09,,,2.0,,,4.0,244902-1
2022-01-09,,,2.0,,,4.0,244902-3
2022-01-16,,,1.0,,,1.0,244902-1
2022-01-16,,,1.0,,,1.0,244902-3
2022-01-23,,,2.0,,,2.0,244902-1
2022-01-23,,,2.0,,,2.0,244902-3
2022-01-30,,,1.0,,,,244902-1
2022-01-30,,,1.0,,,,244902-3
2021-11-07,,,10.0,,,,244920-2
2021-11-14,,,15.0,,,,244920-2
2021-11-21,,,8.0,,,,244920-2
2021-11-28,,,15.0,,,,244920-2
2021-12-05,,,10.0,,,,244920-2
2021-12-12,,,14.0,,,,244920-2
2021-12-19,,,8.0,,,,244920-2
2021-12-26,,,6.0,,,1.0,244920-2
2022-01-02,,,4.0,,,1.0,244920-2
2022-01-09,,,12.0,,,,244920-2
2022-01-16,,,11.0,,,,244920-2
2022-01-23,,,6.0,,,,244920-2
2022-01-30,,,3.0,,,,244920-2
2021-11-07,,,9.0,,,1.0,178712-2
2021-11-07,,,9.0,,,1.0,178712-3
2021-11-14,,,2.0,,,,178712-2
2021-11-14,,,2.0,,,,178712-3
2021-12-05,,,12.0,,,4.0,178712-2
2021-12-05,,,12.0,,,4.0,178712-3
2021-12-12,,,20.0,,,3.0,178712-2
2021-12-12,,,20.0,,,3.0,178712-3
2021-12-19,,,1.0,,,,178712-2
2021-12-19,,,1.0,,,,178712-3
2021-12-26,,,23.0,,,3.0,178712-2
2021-12-26,,,23.0,,,3.0,178712-3
2021-11-07,,,5.0,,,,37562-1
2021-11-07,,,5.0,,,,37562-2
2021-11-14,,,2.0,,,,37562-1
2021-11-14,,,2.0,,,,37562-2
2021-11-21,,,3.0,,,,37562-1
2021-11-21,,,3.0,,,,37562-2
2021-12-05,,,2.0,,,,37562-1
2021-12-05,,,2.0,,,,37562-2
2021-12-12,,,6.0,,,,37562-1
2021-12-12,,,6.0,,,,37562-2
2021-12-19,,,1.0,,,,37562-1
2021-12-19,,,1.0,,,,37562-2
2021-12-26,,,11.0,,,,37562-1
2021-12-26,,,11.0,,,,37562-2
2022-01-16,,,3.0,,,,37562-1
2022-01-16,,,3.0,,,,37562-2
2022-01-23,,,6.0,,,,37562-1
2022-01-23,,,6.0,,,,37562-2
2022-01-30,,,6.0,,,,37562-1
2022-01-30,,,6.0,,,,37562-2
2022-02-06,,,10.0,,,,37562-1
2022-02-06,,,10.0,,,,37562-2
2022-02-13,,,5.0,,,,37562-1
2022-02-13,,,5.0,,,,37562-2
2022-02-20,,,9.0,,,,37562-1
2022-02-20,,,9.0,,,,37562-2
2022-02-27,,,10.0,,,,37562-1
2022-02-27,,,10.0,,,,37562-2
2022-03-06,,,9.0,,,,37562-1
2022-03-06,,,9.0,,,,37562-2
2021-11-07,,,1.0,,,,115328-4
2021-11-07,,,1.0,,,,115328-5
2021-11-14,,,1.0,,,2.0,115328-4
2021-11-14,,,1.0,,,2.0,115328-5
2021-11-21,,,3.0,,,1.0,115328-4
2021-11-21,,,3.0,,,1.0,115328-5
2021-12-05,,,8.0,,,3.0,115328-4
2021-12-05,,,8.0,,,3.0,115328-5
2021-12-19,,,2.0,,,,115328-4
2021-12-19,,,2.0,,,,115328-5
2021-12-26,,,1.0,,,5.0,115328-4
2021-12-26,,,1.0,,,5.0,115328-5
2022-01-02,,,2.0,,,2.0,115328-4
2022-01-02,,,2.0,,,2.0,115328-5
2022-01-09,,,3.0,,,,115328-4
2022-01-09,,,3.0,,,,115328-5
2022-01-16,,,2.0,,,,115328-4
2022-01-16,,,2.0,,,,115328-5
2022-02-06,,,2.0,,,,115328-4
2022-02-06,,,2.0,,,,115328-5
2022-02-13,,,1.0,,,,115328-4
2022-02-13,,,1.0,,,,115328-5
2022-02-20,,,3.0,,,,115328-4
2022-02-20,,,3.0,,,,115328-5
2022-02-27,,,2.0,,,,115328-4
2022-02-27,,,2.0,,,,115328-5
2022-03-06,,,7.0,,,1.0,115328-4
2022-03-06,,,7.0,,,1.0,115328-5
2021-11-07,,,4.0,,,,134450-2
2021-11-07,,,4.0,,,,134450-3
2021-11-14,,,6.0,,,,134450-2
2021-11-14,,,6.0,,,,134450-3
2021-11-21,,,6.0,,,,134450-2
2021-11-21,,,6.0,,,,134450-3
2021-11-28,,,3.0,,,,134450-2
2021-11-28,,,3.0,,,,134450-3
2021-12-05,,,2.0,,,,134450-2
2021-12-05,,,2.0,,,,134450-3
2021-12-12,,,5.0,,,,134450-2
2021-12-12,,,5.0,,,,134450-3
2021-12-19,,,2.0,,,,134450-2
2021-12-19,,,2.0,,,,134450-3
2021-12-26,,,10.0,,,,134450-2
2021-12-26,,,10.0,,,,134450-3
2022-01-02,,,2.0,,,,134450-2
2022-01-02,,,2.0,,,,134450-3
2022-01-09,,,7.0,,,,134450-2
2022-01-09,,,7.0,,,,134450-3
2022-01-16,,,4.0,,,,134450-2
2022-01-16,,,4.0,,,,134450-3
2022-01-23,,,5.0,,,,134450-2
2022-01-23,,,5.0,,,,134450-3
2022-01-30,,,2.0,,,,134450-2
2022-01-30,,,2.0,,,,134450-3
2022-02-06,,,8.0,,,,134450-2
2022-02-06,,,8.0,,,,134450-3
2022-02-13,,,2.0,,,,134450-2
2022-02-13,,,2.0,,,,134450-3
2022-02-20,,,6.0,,,,134450-2
2022-02-20,,,6.0,,,,134450-3
2022-02-27,,,2.0,,,,134450-2
2022-02-27,,,2.0,,,,134450-3
2021-11-07,,,5.0,,,5.0,244460-1
2021-11-14,,,6.0,,,4.0,244460-1
2021-11-21,,,17.0,,,9.0,244460-1
2021-11-28,,,11.0,,,4.0,244460-1
2021-12-05,,,18.0,,,8.0,244460-1
2021-12-12,,,35.0,,,7.0,244460-1
2021-12-19,,,17.0,,,6.0,244460-1
2021-12-26,,,10.0,,,2.0,244460-1
2022-01-02,,,1.0,,,,244460-1
2021-11-07,,,5.0,,,,16704-2
2021-11-14,,,7.0,,,,16704-2
2021-11-21,,,7.0,,,,16704-2
2021-11-28,,,2.0,,,,16704-2
2021-12-05,,,3.0,,,,16704-2
2021-12-12,,,7.0,,,,16704-2
2021-12-19,,,5.0,,,,16704-2
2021-12-26,,,4.0,,,,16704-2
2021-11-07,,,10.0,,,,244494-1
2021-12-12,,,13.0,,,,244494-1
2021-12-19,,,4.0,,,,244494-1
2021-11-07,,,20.0,,,,55518-3
2021-11-14,,,4.0,,,,55518-3
2021-11-21,,,7.0,,,,55518-3
2021-11-28,,,4.0,,,,55518-3
2021-12-05,,,14.0,,,,55518-3
2021-12-12,,,21.0,,,,55518-3
2021-12-19,,,17.0,,,,55518-3
2021-12-26,,,12.0,,,,55518-3
2022-01-02,,,3.0,,,,55518-3
2022-01-09,,,16.0,,,,55518-3
2022-01-16,,,3.0,,,,55518-3
2022-01-23,,,16.0,,,,55518-3
2022-01-30,,,13.0,,,,55518-3
2022-02-06,,,39.0,,,,55518-3
2022-02-13,,,20.0,,,,55518-3
2022-02-20,,,46.0,,,,55518-3
2022-02-27,,,27.0,,,,55518-3
2022-03-06,,,19.0,,,,55518-3
2021-11-14,,,1.0,,,2.0,119758-2
2021-11-14,,,1.0,,,2.0,119758-3
2021-11-07,,,4.0,,,,244676-1
2021-11-14,,,4.0,,,,244676-1
2021-12-12,,,9.0,,,,244676-1
2021-12-19,,,8.0,,,,244676-1
2021-12-26,,,12.0,,,,244676-1
2022-01-02,,,1.0,,,,244676-1
2021-11-07,,,3.0,,,,34288-2
2021-11-14,,,2.0,,,1.0,34288-2
2021-12-12,,,2.0,,,,34288-2
2021-11-07,,,7.0,,,7.0,18056-3
2021-11-07,,,7.0,,,7.0,18056-4
2021-11-14,,,8.0,,,2.0,18056-3
2021-11-14,,,8.0,,,2.0,18056-4
2021-11-21,,,8.0,,,3.0,18056-3
2021-11-21,,,8.0,,,3.0,18056-4
2021-11-28,,,5.0,,,2.0,18056-3
2021-11-28,,,5.0,,,2.0,18056-4
2021-12-05,,,7.0,,,2.0,18056-3
2021-12-05,,,7.0,,,2.0,18056-4
2021-12-12,,,8.0,,,1.0,18056-3
2021-12-12,,,8.0,,,1.0,18056-4
2021-12-19,,,5.0,,,2.0,18056-3
2021-12-19,,,5.0,,,2.0,18056-4
2021-12-26,,,7.0,,,2.0,18056-3
2021-12-26,,,7.0,,,2.0,18056-4
2022-01-02,,,4.0,,,,18056-3
2022-01-02,,,4.0,,,,18056-4
2022-01-09,,,4.0,,,1.0,18056-3
2022-01-09,,,4.0,,,1.0,18056-4
2022-01-16,,,12.0,,,1.0,18056-3
2022-01-16,,,12.0,,,1.0,18056-4
2022-01-23,,,6.0,,,4.0,18056-3
2022-01-23,,,6.0,,,4.0,18056-4
2022-01-30,,,10.0,,,,18056-3
2022-01-30,,,10.0,,,,18056-4
2022-02-06,,,8.0,,,4.0,18056-3
2022-02-06,,,8.0,,,4.0,18056-4
2022-02-13,,,4.0,,,2.0,18056-3
2022-02-13,,,4.0,,,2.0,18056-4
2022-02-20,,,5.0,,,1.0,18056-3
2022-02-20,,,5.0,,,1.0,18056-4
2022-02-27,,,9.0,,,2.0,18056-3
2022-02-27,,,9.0,,,2.0,18056-4
2022-03-06,,,8.0,,,5.0,18056-3
2022-03-06,,,8.0,,,5.0,18056-4
2021-11-07,,,3.0,,,1.0,206016-2
2021-11-07,,,3.0,,,1.0,206016-3
2021-11-14,,,15.0,,,,206016-2
2021-11-14,,,15.0,,,,206016-3
2021-11-21,,,5.0,,,,206016-2
2021-11-21,,,5.0,,,,206016-3
2021-11-28,,,22.0,,,3.0,206016-2
2021-11-28,,,22.0,,,3.0,206016-3
2021-12-05,,,10.0,,,,206016-2
2021-12-05,,,10.0,,,,206016-3
2021-12-12,,,3.0,,,,206016-2
2021-12-12,,,3.0,,,,206016-3
2021-12-19,,,9.0,,,,206016-2
2021-12-19,,,9.0,,,,206016-3
2022-01-02,,,8.0,,,,206016-2
2022-01-02,,,8.0,,,,206016-3
2022-01-09,,,2.0,,,,206016-2
2022-01-09,,,2.0,,,,206016-3
2022-01-16,,,8.0,,,,206016-2
2022-01-16,,,8.0,,,,206016-3
2022-01-30,,,14.0,,,,206016-2
2022-01-30,,,14.0,,,,206016-3
2022-02-13,,,9.0,,,,206016-2
2022-02-13,,,9.0,,,,206016-3
2022-02-20,,,5.0,,,1.0,206016-2
2022-02-20,,,5.0,,,1.0,206016-3
2022-02-27,,,4.0,,,,206016-2
2022-02-27,,,4.0,,,,206016-3
2022-03-06,,,11.0,,,,206016-2
2022-03-06,,,11.0,,,,206016-3
2021-11-07,,,9.0,,,2.0,116900-2
2021-11-07,,,9.0,,,2.0,116900-3
2021-11-14,,,5.0,,,3.0,116900-2
2021-11-14,,,5.0,,,3.0,116900-3
2021-11-21,,,10.0,,,3.0,116900-2
2021-11-21,,,10.0,,,3.0,116900-3
2021-11-28,,,6.0,,,2.0,116900-2
2021-11-28,,,6.0,,,2.0,116900-3
2021-12-05,,,5.0,,,,116900-2
2021-12-05,,,5.0,,,,116900-3
2021-12-12,,,7.0,,,,116900-2
2021-12-12,,,7.0,,,,116900-3
2021-12-19,,,16.0,,,,116900-2
2021-12-19,,,16.0,,,,116900-3
2021-12-26,,,14.0,,,,116900-2
2021-12-26,,,14.0,,,,116900-3
2022-01-02,,,9.0,,,,116900-2
2022-01-02,,,9.0,,,,116900-3
2022-01-09,,,19.0,,,,116900-2
2022-01-09,,,19.0,,,,116900-3
2022-01-16,,,18.0,,,,116900-2
2022-01-16,,,18.0,,,,116900-3
2022-01-23,,,20.0,,,,116900-2
2022-01-23,,,20.0,,,,116900-3
2022-01-30,,,16.0,,,,116900-2
2022-01-30,,,16.0,,,,116900-3
2022-02-06,,,15.0,,,,116900-2
2022-02-06,,,15.0,,,,116900-3
2022-02-13,,,20.0,,,,116900-2
2022-02-13,,,20.0,,,,116900-3
2022-02-20,,,28.0,,,,116900-2
2022-02-20,,,28.0,,,,116900-3
2022-02-27,,,14.0,,,,116900-2
2022-02-27,,,14.0,,,,116900-3
2022-03-06,,,17.0,,,1.0,116900-2
2022-03-06,,,17.0,,,1.0,116900-3
2021-11-07,,,1.0,,,,244914-1
2021-11-07,,,1.0,,,,244914-2
2021-11-14,,,1.0,,,2.0,244914-1
2021-11-14,,,1.0,,,2.0,244914-2
2021-11-07,,,17.0,,,,6476-3
2021-11-07,,,17.0,,,,6476-4
2021-11-14,,,21.0,,,,6476-3
2021-11-14,,,21.0,,,,6476-4
2021-11-21,,,24.0,,,,6476-3
2021-11-21,,,24.0,,,,6476-4
2021-11-28,,,19.0,,,,6476-3
2021-11-28,,,19.0,,,,6476-4
2021-12-05,,,25.0,,,,6476-3
2021-12-05,,,25.0,,,,6476-4
2021-12-12,,,18.0,,,,6476-3
2021-12-12,,,18.0,,,,6476-4
2021-12-19,,,5.0,,,,6476-3
2021-12-19,,,5.0,,,,6476-4
2021-12-26,,,15.0,,,,6476-3
2021-12-26,,,15.0,,,,6476-4
2022-01-02,,,9.0,,,1.0,6476-3
2022-01-02,,,9.0,,,1.0,6476-4
2022-01-09,,,16.0,,,,6476-3
2022-01-09,,,16.0,,,,6476-4
2022-01-16,,,22.0,,,1.0,6476-3
2022-01-16,,,22.0,,,1.0,6476-4
2022-01-23,,,11.0,,,,6476-3
2022-01-23,,,11.0,,,,6476-4
2022-01-30,,,29.0,,,,6476-3
2022-01-30,,,29.0,,,,6476-4
2022-02-06,,,15.0,,,,6476-3
2022-02-06,,,15.0,,,,6476-4
2022-02-13,,,17.0,,,,6476-3
2022-02-13,,,17.0,,,,6476-4
2022-02-20,,,10.0,,,1.0,6476-3
2022-02-20,,,10.0,,,1.0,6476-4
2022-02-27,,,30.0,,,,6476-3
2022-02-27,,,30.0,,,,6476-4
2022-03-06,,,7.0,,,,6476-3
2022-03-06,,,7.0,,,,6476-4
2021-11-07,,,24.0,,,,244474-1
2021-11-14,,,24.0,,,,244474-1
2021-11-21,,,20.0,,,,244474-1
2021-11-28,,,25.0,,,,244474-1
2021-12-05,,,19.0,,,,244474-1
2021-12-12,,,20.0,,,,244474-1
2021-12-19,,,13.0,,,,244474-1
2021-12-26,,,25.0,,,,244474-1
2022-01-02,,,9.0,,,,244474-1
2021-11-07,,,13.0,,,,244692-1
2021-11-14,,,17.0,,,,244692-1
2021-11-21,,,17.0,,,,244692-1
2021-11-28,,,6.0,,,,244692-1
2021-12-05,,,14.0,,,,244692-1
2021-12-12,,,14.0,,,,244692-1
2021-12-19,,,11.0,,,,244692-1
2021-12-26,,,18.0,,,,244692-1
2022-01-02,,,5.0,,,,244692-1
2021-11-07,,,5.0,,,1.0,223080-2
2021-11-14,,,5.0,,,,223080-2
2021-11-28,,,9.0,,,1.0,223080-2
2021-12-05,,,5.0,,,,223080-2
2021-12-12,2.0,,6.0,,,,223080-2
2022-01-09,,,3.0,,,,223080-2
2021-11-07,,,3.0,,,2.0,130848-3
2021-11-07,,,3.0,,,2.0,130848-4
2021-12-19,,,2.0,,,,244764-1
2021-12-19,,,2.0,,,,244764-2
2021-11-21,,,2.0,,,,31436-2
2021-11-21,,,2.0,,,,31436-3
2021-12-19,,,3.0,,,,31436-2
2021-12-19,,,3.0,,,,31436-3
2021-12-26,,,4.0,,,,31436-2
2021-12-26,,,4.0,,,,31436-3
2022-01-09,,,5.0,,,,31436-2
2022-01-09,,,5.0,,,,31436-3
2022-01-30,,,6.0,,,,31436-2
2022-01-30,,,6.0,,,,31436-3
2022-02-06,,,6.0,,,,31436-2
2022-02-06,,,6.0,,,,31436-3
2022-02-13,,,1.0,,,,31436-2
2022-02-13,,,1.0,,,,31436-3
2022-02-20,,,2.0,,,,31436-2
2022-02-20,,,2.0,,,,31436-3
2022-02-27,,,1.0,,,,31436-2
2022-02-27,,,1.0,,,,31436-3
2021-11-07,,,1.0,,,,121724-3
2021-11-07,,,1.0,,,,121724-4
2021-11-14,,,3.0,,,1.0,121724-3
2021-11-14,,,3.0,,,1.0,121724-4
2021-11-21,,,,,,1.0,121724-3
2021-11-21,,,,,,1.0,121724-4
2021-11-28,,,2.0,,,1.0,121724-3
2021-11-28,,,2.0,,,1.0,121724-4
2021-12-05,,,,,,1.0,121724-3
2021-12-05,,,,,,1.0,121724-4
2022-01-09,,,2.0,,,,121724-3
2022-01-09,,,2.0,,,,121724-4
2022-01-23,,,3.0,,,1.0,121724-3
2022-01-23,,,3.0,,,1.0,121724-4
2022-01-30,,,6.0,,,1.0,121724-3
2022-01-30,,,6.0,,,1.0,121724-4
2022-02-13,,,5.0,,,2.0,121724-3
2022-02-13,,,5.0,,,2.0,121724-4
2021-11-07,,,18.0,,,,244870-1
2021-11-07,,,18.0,,,,244870-2
2021-11-14,,,19.0,,,,244870-1
2021-11-14,,,19.0,,,,244870-2
2021-11-21,,,24.0,,,,244870-1
2021-11-21,,,24.0,,,,244870-2
2021-11-28,,,15.0,,,,244870-1
2021-11-28,,,15.0,,,,244870-2
2021-12-05,,,16.0,,,,244870-1
2021-12-05,,,16.0,,,,244870-2
2021-12-12,,,34.0,,,,244870-1
2021-12-12,,,34.0,,,,244870-2
2021-12-19,,,21.0,,,,244870-1
2021-12-19,,,21.0,,,,244870-2
2021-12-26,,,15.0,,,,244870-1
