id,study_card,stage
175976,10.0,1
175978,10.0,1
175980,10.0,1
175982,10.0,1
175984,10.0,1
175986,10.0,1
175988,10.0,1
175990,10.0,1
175992,10.0,1
175994,10.0,1
175996,NaN,1
175998,10.0,1
176000,10.0,1
176002,NaN,1
176004,NaN,1
176006,10.0,1
176008,10.0,1
176010,10.0,1
176012,NaN,1
176014,10.0,1
176016,10.0,1
176018,NaN,2
176020,10.0,1
176022,NaN,1
176024,10.0,1
176026,10.0,1
176028,10.0,1
176030,NaN,1
176032,NaN,1
176034,NaN,1
176036,10.0,1
176038,10.0,1
176040,NaN,2
176042,NaN,1
176044,NaN,1
176046,10.0,1
176048,10.0,1
176050,NaN,1
176052,NaN,2
176054,10.0,2
176056,NaN,2
176058,NaN,1
176060,10.0,1
176062,NaN,1
176064,10.0,1
176066,NaN,2
176068,NaN,1
176070,NaN,1
176072,10.0,1
176074,10.0,1
176076,NaN,1
176078,NaN,1
176080,NaN,1
176082,10.0,1
176084,10.0,3
176086,NaN,1
176088,NaN,2
176090,10.0,1
176092,10.0,1
176094,NaN,2
176096,10.0,1
176098,NaN,1
176100,10.0,1
176102,10.0,1
176104,10.0,1
176106,10.0,1
176108,10.0,1
176110,NaN,1
176112,10.0,1
176114,10.0,1
176116,10.0,1
176118,10.0,1
176120,10.0,1
176122,10.0,1
176124,10.0,1
176126,10.0,1
176128,10.0,1
176130,NaN,2
176132,NaN,1
176134,10.0,1
176136,NaN,1
176138,NaN,1
176140,NaN,1
176142,NaN,1
176144,NaN,1
176146,NaN,1
176148,10.0,1
176150,10.0,2
176152,10.0,1
176154,10.0,1
176156,NaN,1
176158,10.0,1
176160,10.0,1
176164,10.0,1
176166,10.0,1
176168,NaN,1
176170,10.0,1
176172,10.0,1
176174,10.0,1
176176,10.0,1
176178,10.0,1
176180,10.0,2
176182,NaN,1
176184,NaN,2
176186,10.0,1
176188,10.0,1
176190,NaN,1
176192,10.0,1
176194,NaN,2
176196,NaN,1
176198,NaN,1
176200,10.0,1
176202,10.0,1
176204,10.0,1
176206,NaN,1
176208,10.0,2
176210,10.0,1
176212,10.0,1
176214,NaN,1
176216,10.0,1
176218,10.0,1
176220,10.0,1
176222,NaN,1
176224,10.0,1
176226,10.0,1
176228,NaN,1
176230,NaN,1
176232,10.0,1
176234,10.0,1
176236,10.0,1
176238,10.0,1
176240,10.0,1
176242,10.0,1
176244,NaN,1
176246,10.0,1
176248,10.0,1
176250,10.0,1
176252,10.0,2
176254,10.0,2
176256,NaN,1
176258,10.0,1
176260,NaN,1
176262,NaN,1
176264,10.0,1
176266,NaN,1
176268,10.0,1
176270,10.0,1
176272,10.0,1
176274,10.0,1
176276,NaN,1
176278,NaN,1
176280,NaN,1
176282,NaN,1
176284,10.0,1
176286,NaN,1
176288,10.0,1
176290,10.0,2
176292,NaN,1
176296,NaN,1
176298,10.0,2
176300,10.0,1
176302,10.0,1
176306,10.0,1
176308,10.0,1
176310,10.0,2
176312,NaN,2
176314,10.0,1
176316,10.0,1
176318,10.0,1
176320,10.0,1
176322,10.0,1
176324,10.0,1
176326,10.0,1
176328,10.0,1
176330,10.0,1
176332,10.0,1
176334,10.0,1
176336,10.0,1
176338,10.0,1
176340,10.0,1
176342,10.0,1
176344,10.0,1
176346,10.0,1
176348,NaN,1
176350,NaN,1
176352,10.0,1
176354,10.0,1
176356,10.0,1
176358,NaN,1
176360,20.0,1
176362,10.0,1
176364,10.0,1
176366,20.0,1
176368,10.0,2
176370,NaN,2
176372,10.0,1
176374,NaN,1
176376,10.0,1
176378,NaN,1
176380,NaN,1
176382,10.0,1
176384,10.0,1
176386,10.0,1
176388,NaN,1
176390,10.0,1
176392,10.0,1
176394,NaN,1
176396,NaN,3
176398,NaN,1
176400,NaN,1
176402,10.0,1
176404,10.0,2
176406,10.0,1
176408,10.0,1
176410,10.0,1
176412,10.0,1
176414,10.0,1
176416,NaN,1
176418,10.0,1
176420,10.0,1
176422,10.0,1
176424,10.0,1
176426,10.0,1
176428,10.0,2
176430,10.0,2
176434,10.0,2
176436,10.0,1
176438,NaN,1
176440,NaN,1
176442,10.0,1
176444,10.0,1
176446,NaN,1
176448,10.0,1
176450,10.0,1
176452,10.0,1
176454,NaN,1
176456,10.0,1
176458,10.0,1
176460,NaN,1
176462,NaN,2
176464,10.0,1
176466,NaN,2
176468,10.0,1
176470,10.0,1
176472,NaN,2
176474,10.0,1
176476,NaN,1
176478,10.0,1
176480,10.0,1
176482,10.0,1
176484,10.0,3
176486,NaN,1
176488,10.0,1
176490,NaN,2
176492,10.0,1
176494,NaN,1
176496,NaN,1
176498,NaN,1
176500,NaN,1
176502,NaN,1
176504,10.0,1
176506,10.0,1
176508,10.0,1
176510,NaN,1
176512,NaN,1
176514,10.0,1
176518,10.0,1
176520,10.0,1
176526,NaN,1
176528,10.0,1
176530,10.0,1
176532,10.0,1
176534,NaN,1
176536,10.0,1
176538,10.0,1
176540,10.0,1
176542,NaN,2
176544,NaN,1
176546,10.0,1
176548,10.0,1
176550,10.0,1
176552,NaN,1
176554,NaN,2
176556,10.0,1
176558,NaN,1
176560,10.0,1
176562,NaN,1
176564,10.0,1
176566,10.0,1
176568,NaN,1
176570,10.0,1
176572,20.0,1
176574,NaN,1
176576,NaN,1
176578,NaN,1
176580,NaN,1
176582,NaN,1
176584,NaN,2
176586,NaN,1
176588,NaN,1
176590,10.0,1
176592,NaN,1
176594,NaN,1
176596,NaN,1
176598,10.0,1
176600,NaN,1
176602,NaN,1
176604,10.0,1
176606,NaN,1
176608,NaN,1
176610,10.0,2
176612,10.0,4
176614,10.0,1
176616,10.0,1
176618,NaN,1
176620,NaN,1
176622,10.0,2
176624,10.0,1
176626,NaN,1
176628,NaN,1
176630,NaN,1
176632,10.0,1
176634,NaN,1
176636,NaN,1
176638,10.0,1
176640,10.0,1
176642,NaN,1
176644,10.0,1
176646,10.0,1
176648,10.0,1
176650,NaN,1
176652,NaN,1
176654,NaN,1
176656,NaN,1
176658,10.0,1
176660,10.0,1
176662,NaN,1
176664,10.0,1
176666,NaN,2
176668,10.0,1
176670,10.0,3
176672,10.0,1
176674,NaN,1
176676,10.0,2
176678,NaN,1
176680,NaN,2
176682,NaN,1
176684,10.0,1
176686,10.0,1
176688,NaN,1
176690,10.0,2
176692,NaN,1
176694,10.0,2
176696,10.0,2
176698,NaN,1
176700,10.0,1
176702,NaN,1
176704,NaN,3
176706,NaN,1
176708,NaN,1
176710,NaN,1
176712,NaN,1
176714,10.0,1
176716,NaN,1
176718,10.0,1
176720,NaN,1
176722,NaN,1
176724,10.0,1
176726,10.0,1
176728,10.0,1
176730,NaN,1
176732,10.0,1
176734,10.0,1
176736,NaN,1
176738,10.0,1
176740,10.0,1
176742,10.0,1
176744,10.0,1
176746,20.0,1
176748,NaN,1
176750,10.0,1
176752,NaN,1
176754,10.0,1
176756,10.0,1
176758,10.0,1
176760,NaN,1
176762,10.0,1
176764,10.0,1
176766,10.0,1
176768,NaN,1
176770,10.0,1
176772,NaN,1
176774,NaN,1
176776,10.0,1
176778,NaN,1
176780,10.0,2
176782,10.0,1
176784,NaN,1
176786,10.0,1
176788,10.0,1
176790,NaN,1
176792,10.0,1
176794,10.0,1
176796,10.0,1
176798,NaN,1
176800,NaN,2
176802,10.0,1
176804,10.0,1
176806,10.0,4
176808,20.0,1
176810,NaN,1
176812,NaN,1
176814,10.0,1
176816,NaN,1
176818,10.0,1
176820,10.0,1
176822,10.0,1
176824,10.0,1
176826,10.0,1
176828,10.0,1
176830,10.0,1
176832,10.0,2
176834,10.0,1
176836,NaN,1
176838,10.0,1
176840,10.0,1
176842,NaN,1
176844,10.0,1
176846,10.0,2
176848,NaN,2
176850,10.0,1
176852,NaN,1
176854,NaN,1
176856,10.0,1
176858,10.0,1
176860,NaN,1
176862,10.0,1
176864,NaN,1
176866,10.0,1
176868,10.0,1
176870,10.0,1
176872,10.0,1
176874,10.0,1
176876,10.0,1
176878,NaN,1
176880,10.0,1
176882,10.0,1
176884,10.0,1
176886,10.0,1
176888,10.0,1
176890,10.0,1
176892,10.0,1
176894,10.0,1
176896,NaN,1
176898,10.0,1
176900,10.0,1
176902,10.0,1
176904,NaN,1
176906,10.0,1
176908,10.0,1
176910,10.0,1
176912,10.0,4
176914,10.0,2
176916,10.0,1
176918,10.0,1
176920,10.0,1
176922,10.0,1
176924,10.0,1
176926,10.0,2
176928,10.0,1
176930,10.0,1
176932,10.0,3
176934,10.0,1
176936,10.0,1
176938,10.0,1
176940,10.0,1
176942,10.0,1
176944,10.0,1
176946,10.0,1
176948,10.0,1
176950,10.0,1
176952,10.0,1
176954,10.0,1
176956,10.0,1
176958,10.0,1
176960,10.0,1
176962,10.0,1
176964,NaN,1
176966,NaN,1
176968,NaN,1
176970,10.0,1
176972,10.0,1
176974,10.0,1
176976,NaN,1
176978,NaN,1
176980,10.0,1
176982,10.0,1
176984,NaN,1
176986,10.0,1
176988,10.0,1
176990,10.0,1
176992,NaN,1
176994,NaN,1
176996,10.0,1
176998,NaN,1
177000,10.0,1
177002,NaN,1
177004,10.0,1
177006,10.0,2
177008,NaN,1
177010,NaN,1
177012,10.0,1
177014,10.0,1
177016,10.0,1
177018,10.0,1
177020,10.0,1
177022,10.0,1
177024,10.0,1
177026,10.0,1
177028,10.0,3
177030,10.0,1
177032,10.0,1
177034,10.0,1
177036,NaN,1
177040,10.0,1
177042,10.0,1
177044,10.0,1
177046,10.0,1
177048,10.0,1
177050,10.0,1
177052,10.0,1
177054,10.0,2
177056,10.0,1
177058,NaN,1
177060,10.0,1
177062,10.0,1
177064,10.0,1
177066,10.0,1
177068,10.0,1
177070,NaN,1
177072,NaN,1
177074,10.0,1
177076,10.0,1
177078,NaN,1
177080,10.0,1
177082,NaN,1
177084,10.0,1
177086,NaN,2
177088,10.0,1
177090,NaN,1
177092,10.0,1
177094,10.0,1
177096,10.0,1
177098,10.0,1
177100,10.0,1
177102,20.0,1
177104,NaN,1
177106,10.0,1
177108,10.0,1
177110,NaN,1
177112,10.0,1
177114,NaN,1
177116,10.0,1
177118,20.0,1
177120,10.0,1
177122,NaN,1
177124,10.0,1
177126,10.0,1
177128,10.0,1
177130,10.0,1
177132,10.0,1
177134,NaN,1
177136,10.0,2
177138,10.0,1
177140,NaN,1
177142,10.0,2
177144,10.0,1
177146,10.0,1
177148,10.0,1
177150,10.0,1
177152,10.0,1
177154,10.0,1
177156,NaN,1
177158,NaN,1
177160,NaN,1
177162,10.0,1
177164,10.0,1
177166,NaN,1
177168,10.0,1
177170,NaN,2
177172,10.0,1
177176,10.0,1
177178,10.0,1
177180,NaN,1
177182,20.0,1
177184,10.0,1
177186,10.0,1
177188,10.0,1
177190,10.0,1
177192,NaN,1
177194,10.0,2
177196,10.0,1
177198,10.0,3
177200,NaN,1
177202,10.0,1
177204,NaN,1
177206,NaN,1
177208,NaN,1
177210,10.0,1
177212,10.0,1
177214,10.0,2
177216,NaN,1
177218,10.0,1
177220,20.0,3
177222,10.0,1
177224,10.0,1
177226,10.0,2
177228,NaN,1
177230,10.0,1
177232,NaN,2
177234,NaN,1
177236,NaN,1
177238,10.0,1
177240,10.0,1
177242,10.0,1
177244,10.0,1
177246,10.0,1
177248,10.0,1
177250,NaN,1
177252,10.0,2
177254,NaN,1
177256,NaN,1
177258,10.0,1
177260,10.0,1
177262,10.0,1
177264,NaN,2
177266,10.0,1
177268,NaN,2
177270,10.0,1
177272,10.0,2
177274,10.0,1
177276,10.0,1
177278,10.0,1
177280,NaN,1
177282,NaN,2
177284,10.0,1
177286,NaN,1
177288,NaN,2
177290,NaN,1
177292,NaN,1
177294,NaN,1
177296,10.0,1
177298,10.0,1
177300,NaN,3
177302,10.0,1
177304,10.0,1
177306,10.0,1
177308,10.0,1
177310,10.0,1
177312,10.0,1
177314,NaN,2
177316,10.0,1
177318,10.0,1
177320,10.0,1
177322,10.0,2
177324,10.0,1
177326,NaN,1
177328,50.0,1
177330,10.0,1
177332,NaN,1
177334,10.0,2
177336,NaN,3
177338,NaN,1
177340,10.0,1
177342,NaN,1
177344,NaN,1
177346,10.0,1
177348,10.0,1
177350,10.0,1
177352,NaN,1
177354,NaN,1
177356,NaN,1
177358,NaN,1
177360,NaN,1
177362,NaN,1
177364,NaN,4
177366,NaN,1
177368,NaN,1
177370,NaN,1
177372,NaN,1
177374,NaN,1
177376,NaN,1
177378,NaN,1
177380,NaN,1
177382,NaN,1
177384,NaN,1
177386,NaN,1
177388,10.0,1
177390,10.0,1
177392,NaN,1
177394,10.0,3
177396,10.0,2
177398,10.0,1
177400,10.0,1
177402,10.0,1
177404,NaN,1
177406,10.0,1
177408,NaN,1
177410,NaN,1
177412,10.0,1
177414,10.0,1
177416,10.0,1
177418,NaN,2
177420,10.0,1
177422,10.0,1
177424,10.0,1
177426,10.0,1
177428,NaN,1
177430,NaN,1
177432,10.0,1
177434,10.0,1
177436,NaN,1
177438,10.0,1
177440,NaN,1
177442,10.0,1
177444,NaN,1
177446,10.0,1
177448,NaN,1
177450,NaN,1
177452,10.0,1
177454,10.0,1
177456,10.0,1
177458,NaN,1
177460,NaN,1
177462,NaN,1
177464,10.0,1
177466,10.0,1
177468,NaN,1
177470,10.0,1
177472,10.0,1
177474,10.0,1
177476,10.0,3
177478,10.0,1
177480,10.0,2
177482,NaN,1
177484,10.0,1
177486,10.0,1
177488,10.0,1
177490,NaN,1
177492,10.0,1
177494,10.0,1
177496,NaN,1
177498,10.0,1
177500,NaN,1
177502,10.0,1
177504,10.0,1
177506,10.0,1
177508,10.0,1
177510,10.0,1
177512,10.0,1
177514,10.0,1
177516,10.0,2
177518,NaN,1
177520,10.0,1
177522,NaN,1
177524,NaN,1
177526,10.0,1
177528,NaN,1
177530,10.0,1
177532,NaN,1
177534,10.0,1
177536,NaN,1
177538,10.0,1
177540,10.0,1
177542,10.0,1
177544,10.0,1
177546,10.0,1
177548,10.0,1
177550,10.0,1
177552,10.0,2
177554,10.0,1
177556,10.0,1
177558,10.0,1
177560,NaN,1
177562,NaN,1
177564,NaN,1
177566,10.0,1
177568,NaN,1
177570,NaN,1
177572,NaN,1
177574,10.0,1
177576,10.0,1
177578,10.0,1
177580,10.0,1
177582,10.0,1
177584,10.0,1
177586,10.0,1
177588,NaN,2
177590,10.0,1
177592,10.0,1
177594,10.0,1
177596,NaN,2
177598,10.0,1
177600,10.0,1
177602,10.0,1
177604,NaN,1
177606,NaN,1
177608,10.0,1
177610,10.0,2
177612,10.0,1
177614,10.0,1
177616,10.0,1
177618,10.0,2
177620,10.0,2
177622,NaN,1
177624,10.0,1
177626,10.0,1
177628,10.0,2
177630,10.0,1
177632,10.0,2
177634,10.0,1
177636,10.0,1
177638,NaN,1
177640,NaN,1
177642,NaN,1
177644,NaN,1
177646,10.0,2
177648,10.0,1
177650,20.0,1
177652,10.0,1
177654,10.0,1
177656,10.0,1
177658,10.0,1
177660,10.0,1
177662,10.0,1
177664,NaN,1
177666,10.0,1
177668,10.0,1
177670,10.0,1
177672,10.0,1
177674,NaN,1
177676,20.0,2
177678,10.0,1
177680,10.0,1
177682,10.0,1
177684,10.0,1
177686,10.0,1
177688,NaN,1
177690,20.0,1
177692,NaN,1
177694,10.0,1
177696,10.0,2
177698,10.0,1
177700,10.0,1
177702,10.0,1
177704,10.0,1
177706,NaN,1
177708,10.0,1
177710,10.0,1
177712,NaN,1
177714,10.0,3
177716,NaN,1
177718,NaN,1
177720,10.0,1
177722,10.0,2
177724,NaN,3
177726,10.0,1
177728,10.0,1
177730,NaN,1
177732,NaN,1
177734,NaN,1
177736,NaN,1
177738,NaN,1
177740,NaN,1
177742,10.0,1
177744,NaN,1
177746,10.0,1
177748,10.0,1
177750,10.0,1
177752,10.0,1
177754,10.0,1
177756,10.0,1
177758,NaN,1
177760,NaN,1
177762,NaN,1
177764,10.0,1
177766,NaN,1
177768,NaN,1
177770,10.0,1
177772,10.0,2
177774,NaN,1
177776,NaN,1
177778,10.0,1
177780,NaN,1
177782,10.0,1
177784,10.0,1
177786,NaN,1
177788,10.0,1
177790,NaN,1
177792,10.0,3
177794,10.0,1
177796,NaN,1
177798,10.0,1
177800,NaN,1
177802,10.0,1
177804,10.0,1
177806,NaN,2
177808,10.0,1
177810,10.0,1
177812,NaN,1
177814,10.0,1
177816,10.0,1
177818,NaN,1
177820,10.0,1
177822,10.0,1
177824,NaN,1
177826,NaN,1
177828,NaN,1
177830,NaN,1
177832,NaN,1
177834,NaN,1
177836,10.0,1
177838,10.0,1
177840,10.0,1
177842,10.0,1
177844,10.0,1
177846,10.0,1
177848,10.0,1
177850,10.0,1
177852,NaN,1
177854,10.0,1
177856,10.0,1
177858,10.0,1
177860,10.0,1
177862,10.0,1
177864,10.0,1
177866,10.0,1
177868,10.0,1
177870,10.0,1
177872,10.0,1
177874,10.0,1
177876,10.0,1
177878,NaN,1
177880,10.0,1
177882,10.0,1
177884,10.0,1
177886,10.0,1
177888,10.0,1
177890,10.0,1
177892,NaN,1
177894,NaN,1
177896,NaN,1
177898,NaN,1
177900,10.0,1
177902,10.0,1
177904,10.0,1
177906,10.0,1
177908,10.0,1
177910,10.0,1
177912,10.0,1
177914,10.0,1
177916,NaN,3
177918,10.0,1
177920,10.0,1
177922,10.0,1
177924,10.0,1
177926,10.0,1
177928,10.0,1
177930,10.0,1
177932,10.0,2
177934,NaN,1
177936,NaN,1
177938,NaN,1
177942,NaN,1
177944,NaN,1
177946,10.0,1
177948,10.0,1
177950,10.0,1
177952,10.0,1
177954,10.0,1
177956,NaN,1
177958,10.0,1
177960,NaN,1
177962,10.0,1
177964,10.0,1
177966,NaN,1
177968,10.0,1
177970,10.0,1
177972,NaN,1
177974,10.0,1
177976,NaN,1
177978,NaN,1
177980,NaN,1
177982,NaN,1
177984,10.0,1
177986,NaN,1
177988,NaN,1
177990,10.0,1
177992,NaN,2
177994,10.0,1
177996,NaN,2
177998,NaN,2
178000,NaN,1
178002,NaN,2
178004,NaN,1
178006,10.0,1
178008,NaN,1
178010,NaN,1
178012,10.0,1
178014,NaN,1
178016,NaN,1
178018,10.0,1
178020,10.0,1
178022,10.0,1
178024,NaN,1
178026,NaN,1
178028,10.0,1
178030,10.0,1
178032,10.0,1
178034,NaN,1
178036,10.0,1
178038,NaN,1
178040,10.0,1
178042,10.0,1
178044,10.0,1
178046,10.0,1
178048,10.0,1
178050,10.0,1
178052,10.0,1
178054,10.0,1
178056,10.0,1
178058,10.0,1
178060,10.0,1
178062,NaN,1
178064,10.0,1
178066,NaN,1
178068,NaN,1
178070,NaN,1
178072,NaN,1
178074,10.0,1
178076,NaN,1
178078,NaN,1
178080,NaN,1
178082,10.0,2
178084,NaN,1
178086,NaN,1
178088,NaN,1
178090,NaN,1
178092,10.0,1
178094,NaN,1
178096,10.0,1
178098,NaN,1
178100,NaN,1
178102,NaN,1
178104,10.0,1
178106,10.0,1
178108,NaN,1
178110,10.0,1
178112,10.0,1
178114,NaN,1
178116,10.0,1
178118,NaN,1
178120,NaN,1
178122,NaN,1
178124,10.0,1
178126,NaN,1
178128,NaN,1
178130,20.0,1
178132,20.0,1
178134,10.0,1
178136,10.0,1
178138,NaN,1
178140,NaN,1
178142,NaN,1
178144,NaN,1
178146,NaN,1
178148,NaN,2
178150,10.0,1
178152,10.0,1
178154,NaN,1
178156,NaN,1
178158,NaN,1
178160,NaN,1
178162,NaN,1
178164,NaN,1
178166,NaN,1
178168,10.0,1
178170,10.0,1
178172,NaN,1
178174,10.0,1
178176,10.0,1
178178,NaN,1
178180,10.0,1
178182,NaN,2
178184,10.0,1
178186,10.0,1
178188,NaN,2
178190,NaN,1
178192,NaN,1
178194,NaN,2
178196,NaN,2
178198,10.0,1
178200,NaN,1
178202,NaN,1
178204,NaN,1
178206,10.0,2
178210,NaN,1
178212,10.0,1
178214,NaN,1
178216,10.0,1
178218,NaN,1
178220,NaN,1
178222,10.0,1
178224,10.0,1
178226,10.0,1
178228,NaN,1
178230,10.0,2
178232,10.0,1
178234,NaN,1
178236,NaN,1
178238,10.0,1
178240,10.0,1
178242,10.0,1
178244,10.0,1
178246,10.0,1
178248,NaN,1
178250,NaN,1
178252,10.0,1
178254,NaN,1
178256,NaN,1
178258,NaN,1
178260,NaN,1
178262,NaN,1
178264,10.0,1
178266,10.0,1
178270,10.0,1
178272,NaN,1
178274,NaN,1
178276,10.0,1
178278,10.0,1
178280,10.0,1
178282,10.0,1
178284,10.0,1
178286,10.0,1
178288,10.0,1
178290,10.0,1
178292,NaN,1
178294,NaN,1
178296,NaN,1
178298,10.0,1
178300,10.0,1
178302,NaN,1
178304,NaN,1
178306,10.0,3
178308,NaN,1
178310,10.0,2
178312,NaN,1
178314,NaN,2
178316,10.0,2
178318,10.0,1
178320,10.0,1
178322,10.0,1
178324,10.0,1
178326,10.0,1
178328,NaN,1
178330,10.0,1
178332,10.0,1
178334,10.0,1
178336,10.0,1
178338,10.0,1
178340,NaN,1
178342,10.0,1
178344,NaN,1
178346,NaN,2
178348,10.0,1
178350,10.0,1
178352,NaN,1
178354,10.0,1
178356,NaN,1
178358,10.0,1
178360,10.0,1
178362,10.0,1
178364,10.0,1
178366,NaN,1
178368,10.0,3
178370,10.0,1
178372,10.0,1
178374,10.0,1
178376,10.0,1
178378,10.0,1
178382,NaN,1
178384,10.0,1
178386,10.0,1
178388,10.0,1
178390,10.0,2
178392,10.0,1
178394,10.0,2
178396,10.0,1
178398,NaN,3
178400,10.0,1
178402,10.0,1
178404,10.0,1
178406,10.0,1
178408,10.0,1
178410,NaN,1
178412,NaN,2
178414,NaN,1
178416,NaN,1
178418,NaN,1
178420,NaN,1
178422,NaN,1
178424,NaN,1
178426,10.0,1
178428,10.0,1
178430,10.0,1
178432,10.0,1
178434,10.0,1
178436,10.0,1
178438,NaN,1
178440,10.0,1
178442,10.0,1
178444,10.0,1
178446,10.0,1
178448,NaN,1
178450,NaN,1
178452,10.0,1
178454,NaN,1
178456,NaN,1
178458,10.0,1
178460,10.0,1
178462,20.0,1
178464,10.0,1
178466,10.0,1
178468,NaN,1
178470,10.0,1
178472,NaN,1
178474,10.0,1
178476,NaN,1
178478,10.0,1
178480,NaN,1
178482,10.0,1
178484,NaN,1
178486,NaN,1
178488,NaN,2
178490,10.0,1
178492,10.0,1
178494,NaN,1
178496,NaN,1
178498,10.0,1
178500,10.0,1
178502,NaN,1
178504,NaN,1
178506,10.0,1
178508,NaN,1
178510,NaN,2
178512,NaN,2
178514,10.0,1
178516,10.0,1
178518,20.0,1
178520,10.0,1
178522,10.0,1
178524,10.0,1
178528,NaN,1
178530,10.0,2
178532,NaN,1
178534,NaN,1
178536,NaN,2
178538,10.0,1
178540,10.0,1
178542,10.0,1
178544,10.0,1
178546,NaN,1
178548,NaN,1
178552,NaN,1
178554,10.0,1
178556,10.0,1
178558,10.0,1
178560,10.0,1
178562,NaN,3
178564,NaN,1
178566,NaN,1
178568,10.0,1
178570,10.0,1
178572,10.0,1
178574,10.0,1
178576,10.0,1
178578,10.0,1
178580,10.0,1
178582,10.0,1
178584,NaN,1
178586,10.0,1
178588,10.0,3
178590,NaN,1
178592,NaN,2
178594,10.0,1
178596,NaN,1
178598,10.0,1
178600,NaN,5
178602,20.0,1
178604,10.0,1
178606,NaN,2
178610,NaN,1
178612,10.0,1
178614,10.0,1
178616,10.0,1
178620,NaN,1
178622,10.0,1
178624,10.0,1
178626,NaN,1
178628,NaN,1
178630,NaN,1
178632,NaN,1
178634,10.0,1
178636,10.0,1
178638,NaN,1
178640,10.0,1
178642,10.0,1
178644,10.0,1
178646,NaN,1
178648,NaN,1
178650,10.0,2
178652,NaN,1
178654,10.0,1
178656,10.0,1
178658,10.0,1
178660,NaN,1
178662,10.0,1
178664,NaN,1
178666,10.0,1
178668,NaN,1
178670,NaN,1
178672,NaN,1
178674,10.0,1
178676,10.0,1
178678,NaN,1
178680,NaN,1
178682,NaN,1
178684,NaN,2
178686,NaN,1
178688,10.0,1
178690,10.0,1
178692,10.0,1
178694,10.0,1
178696,10.0,1
178698,10.0,1
178700,NaN,1
178702,10.0,1
178704,10.0,2
178706,10.0,1
178708,NaN,2
178710,NaN,1
178712,NaN,4
178714,Subsidized Annual Pass,2
178716,10.0,1
178718,NaN,1
178720,10.0,1
178722,10.0,1
178724,10.0,2
178726,10.0,1
178728,10.0,2
178730,10.0,1
178732,10.0,1
178734,NaN,1
178736,10.0,1
178738,10.0,1
178740,NaN,1
178742,NaN,3
178744,NaN,1
178746,10.0,1
178748,NaN,1
178750,10.0,1
178752,10.0,1
178754,10.0,2
178756,10.0,1
178758,NaN,1
178760,NaN,1
178762,10.0,2
178764,NaN,1
178766,NaN,1
178768,NaN,1
178770,10.0,1
178772,10.0,1
178774,10.0,1
178776,10.0,1
178778,10.0,1
178780,NaN,3
178782,NaN,2
178784,NaN,1
178786,10.0,1
178788,10.0,1
178790,20.0,1
178792,10.0,1
178794,10.0,1
178796,NaN,1
178798,10.0,1
178800,10.0,1
178802,NaN,1
178804,10.0,1
178806,10.0,1
178808,NaN,1
178810,10.0,1
178812,10.0,1
178814,10.0,1
178816,NaN,1
178818,10.0,1
178820,10.0,1
178822,NaN,2
178824,NaN,1
178826,NaN,1
178828,NaN,1
178830,NaN,1
178832,NaN,1
178834,10.0,1
178836,10.0,1
178840,10.0,1
178842,NaN,1
178844,10.0,1
178846,NaN,1
178848,10.0,1
178850,10.0,1
178852,10.0,1
178854,10.0,4
178856,10.0,1
178858,10.0,1
178860,NaN,1
178862,NaN,1
178864,NaN,1
178866,NaN,1
178868,NaN,1
178870,NaN,1
178872,10.0,1
178874,10.0,1
178876,10.0,1
178878,10.0,1
178880,10.0,1
178882,10.0,1
178884,10.0,1
178886,10.0,1
178888,NaN,1
178890,10.0,1
178892,10.0,1
178894,10.0,1
178896,10.0,1
178898,10.0,1
178900,10.0,1
178902,10.0,1
178904,NaN,1
178906,10.0,2
178908,10.0,1
178910,NaN,1
178912,10.0,1
178914,NaN,1
178916,10.0,1
178918,10.0,2
178920,10.0,2
178922,NaN,1
178924,10.0,1
178926,10.0,1
178928,10.0,1
178930,NaN,1
178932,10.0,1
178934,NaN,1
178936,10.0,1
178938,NaN,1
178940,NaN,1
178942,10.0,1
178944,NaN,1
178946,NaN,1
178948,NaN,1
178950,10.0,1
178952,10.0,1
178954,10.0,1
178956,10.0,1
178958,10.0,1
178960,10.0,1
178962,10.0,1
178964,10.0,1
178966,10.0,1
178968,10.0,1
178970,NaN,1
178972,10.0,1
178974,10.0,1
178976,NaN,1
178978,NaN,1
178980,10.0,1
178982,20.0,1
178984,10.0,1
178986,10.0,1
178988,10.0,1
178990,NaN,1
178992,10.0,1
178994,10.0,1
178996,NaN,1
178998,NaN,1
179000,NaN,1
179002,10.0,1
179004,NaN,1
179006,10.0,1
179008,NaN,1
179010,NaN,1
179012,NaN,1
179014,NaN,1
179016,NaN,1
179018,NaN,1
179020,NaN,1
179022,NaN,1
179024,NaN,1
179026,NaN,1
179028,NaN,1
179030,10.0,1
179032,10.0,1
179034,10.0,1
179036,10.0,1
179038,20.0,1
179040,10.0,2
179042,10.0,1
179044,10.0,1
179046,10.0,2
179048,10.0,1
179050,10.0,1
179052,10.0,1
179054,10.0,1
179056,10.0,1
179058,10.0,1
179060,10.0,2
179062,10.0,2
179064,10.0,1
179066,10.0,1
179068,10.0,1
179070,10.0,1
179072,10.0,1
179074,10.0,1
179076,10.0,1
179078,10.0,1
179080,10.0,1
179082,10.0,1
179084,10.0,1
179086,10.0,1
179088,10.0,1
179090,10.0,1
179092,10.0,1
179094,10.0,1
179096,10.0,1
179098,10.0,1
179100,10.0,1
179102,10.0,1
179104,10.0,1
179106,10.0,1
179108,10.0,1
179110,10.0,1
179112,10.0,1
179114,10.0,1
179116,10.0,1
