,RaceDesc,OverallJobAccess_quantileNum_4q,lowwagelaborforce_quantileNum_4q,Access30Transit_quantileNum_4q,Access30Transit_ts_quantileNum_4q,spatialmismatch_quantileNum_4q,OverallJobAccess_quantileNum_10q,lowwagelaborforce_quantileNum_10q,Access30Transit_quantileNum_10q,Access30Transit_ts_quantileNum_10q,spatialmismatch_quantileNum_10q,SAP,Agency,Language,Age_bin,total_boardings
38093,6,1,0,2,2,1,2,2,7,6,4,1,2,0,3,11.0
38096,0,1,0,2,2,1,2,2,7,6,4,0,1,0,2,83.0
38126,2,1,0,2,2,1,2,2,7,6,4,0,0,0,1,99.0
38136,1,1,0,2,2,1,2,2,7,6,4,0,0,0,1,0.0
38137,1,1,0,2,2,1,2,2,7,6,4,0,0,0,0,0.0
38138,1,1,0,2,2,1,2,2,7,6,4,0,1,0,1,0.0
38139,0,1,0,2,2,1,2,2,7,6,4,0,1,0,2,0.0
38140,0,1,0,2,2,1,2,2,7,6,4,1,2,0,2,307.0
38165,1,1,0,2,2,1,2,2,7,6,4,0,4,0,0,0.0
38166,2,1,0,2,2,1,2,2,7,6,4,0,4,0,1,21.0
38169,0,1,0,2,2,1,2,2,7,6,4,0,1,0,2,3.0
38172,0,1,3,1,0,3,4,8,3,1,8,1,2,0,0,0.0
38173,5,1,3,1,0,3,4,8,3,1,8,0,5,0,0,47.0
38182,0,1,3,1,0,3,4,8,3,1,8,0,0,0,2,16.0
38189,0,1,3,1,0,3,4,8,3,1,8,0,0,0,1,172.0
38205,5,1,3,1,0,3,4,8,3,1,8,0,0,5,4,2.0
38206,4,1,3,1,0,3,4,8,3,1,8,1,0,0,2,6.0
38207,6,1,3,1,0,3,4,8,3,1,8,1,2,0,0,0.0
38208,1,1,3,1,0,3,4,8,3,1,8,1,2,0,2,0.0
38209,4,1,3,1,0,3,4,8,3,1,8,0,0,0,1,0.0
38210,1,1,3,1,0,3,4,8,3,1,8,0,0,0,0,0.0
38211,1,1,3,1,0,3,4,8,3,1,8,0,0,0,1,0.0
38212,4,1,2,1,0,3,3,6,2,0,7,0,0,5,1,105.0
38229,2,2,0,1,2,0,5,1,4,5,1,0,0,0,3,0.0
38230,5,2,0,1,2,0,5,1,4,5,1,0,0,0,1,569.0
38272,0,2,0,1,2,0,5,1,4,5,1,0,0,0,1,7.0
38278,0,3,2,0,0,0,7,5,0,0,2,0,0,0,4,14.0
38285,0,3,2,0,0,0,7,5,0,0,2,0,0,0,3,1.0
38286,0,3,2,0,0,0,7,5,0,0,2,0,0,0,4,0.0
38287,3,3,2,0,0,0,7,5,0,0,2,0,0,2,2,0.0
38288,2,3,2,0,0,0,7,5,0,0,2,0,0,0,2,0.0
38289,5,1,1,2,2,1,3,3,7,6,4,0,5,0,0,0.0
38290,3,1,1,2,2,1,3,3,7,6,4,0,0,2,2,792.0
38329,0,1,1,2,2,1,3,3,7,6,4,0,5,0,1,0.0
38330,2,1,1,2,2,1,3,3,7,6,4,0,0,1,4,3.0
38332,3,1,1,2,2,1,3,3,7,6,4,0,0,2,2,25.0
38347,4,1,1,2,2,1,3,3,7,6,4,0,0,0,1,0.0
38348,0,1,1,2,2,1,3,3,7,6,4,0,0,0,3,0.0
38349,3,1,1,2,2,1,3,3,7,6,4,0,0,2,1,146.0
38356,5,1,1,2,2,1,3,3,7,6,4,1,2,0,0,0.0
38357,3,1,1,2,2,1,3,3,7,6,4,0,0,2,1,4.0
38360,0,1,1,2,2,1,3,3,7,6,4,0,0,0,0,1.0
38361,4,1,1,2,2,1,3,3,7,6,4,0,0,0,1,3.0
38363,4,1,1,2,2,1,3,3,7,6,4,0,0,0,0,4.0
38365,0,1,1,2,2,1,3,3,7,6,4,0,1,0,4,95.0
38372,4,1,1,2,2,1,3,3,7,6,4,0,5,0,0,0.0
38373,1,1,1,2,2,1,3,3,7,6,4,1,0,0,5,0.0
38374,0,1,1,2,2,1,3,3,7,6,4,1,2,0,4,9.0
38379,0,1,1,2,2,1,3,3,7,6,4,0,0,0,0,98.0
38394,0,1,1,2,2,1,3,3,7,6,4,1,2,0,4,9.0
38401,1,1,1,2,2,1,3,3,7,6,4,0,0,0,1,206.0
38415,0,1,0,2,2,0,4,0,5,6,1,0,0,0,2,10.0
38421,0,1,0,2,2,0,4,0,5,6,1,1,0,0,4,0.0
38422,2,1,0,2,2,0,4,0,5,6,1,1,0,1,5,0.0
38423,4,1,0,2,2,0,4,0,5,6,1,0,0,0,4,0.0
38424,1,0,2,0,0,3,0,6,0,0,8,0,0,0,2,337.0
38452,1,0,2,0,0,3,0,6,0,0,8,0,5,0,0,0.0
38453,0,0,2,0,0,3,0,6,0,0,8,0,1,0,3,0.0
38454,1,0,2,0,0,3,0,6,0,0,8,1,2,0,1,0.0
38455,1,0,2,0,0,3,0,6,0,0,8,0,0,0,1,0.0
38456,0,0,2,0,0,3,0,6,0,0,8,0,4,0,4,0.0
38457,1,0,2,0,0,3,0,6,0,0,8,0,1,0,0,0.0
38458,0,0,2,0,0,3,0,6,0,0,8,1,2,0,1,0.0
38459,1,0,2,0,0,3,0,6,0,0,8,1,0,0,2,4.0
38462,1,0,2,0,0,3,0,6,0,0,8,0,1,0,2,0.0
38463,3,2,2,1,1,2,6,6,3,4,5,0,0,2,3,50.0
38467,0,2,2,1,1,2,6,6,3,4,5,0,5,0,5,2.0
38468,3,2,2,1,1,2,6,6,3,4,5,0,0,2,3,45.0
38471,0,2,2,1,1,2,6,6,3,4,5,0,5,0,2,0.0
38472,2,2,2,1,1,2,6,6,3,4,5,0,0,5,2,6.0
38473,3,2,2,1,1,2,6,6,3,4,5,0,0,2,0,0.0
38474,1,2,2,1,1,2,6,6,3,4,5,1,2,0,5,90.0
38481,2,2,2,1,1,2,6,6,3,4,5,0,1,0,4,0.0
38482,5,2,2,1,1,2,6,6,3,4,5,0,1,5,2,0.0
38483,2,1,1,1,1,2,3,3,2,4,5,0,0,0,0,0.0
38484,1,1,1,1,1,2,3,3,2,4,5,1,0,0,1,48.0
38486,1,1,1,1,1,2,3,3,2,4,5,0,0,0,4,0.0
38487,0,1,1,1,1,2,3,3,2,4,5,0,0,0,1,0.0
38488,1,1,1,1,1,2,3,3,2,4,5,0,0,0,1,0.0
38489,1,1,1,1,1,2,3,3,2,4,5,0,1,0,5,0.0
38490,7,2,0,2,2,0,7,0,7,7,0,0,4,0,3,0.0
38491,0,2,0,2,2,0,7,0,7,7,0,0,1,0,2,0.0
38492,2,2,0,2,2,0,7,0,7,7,0,0,0,0,4,1.0
38493,5,2,0,2,2,0,7,0,7,7,0,0,1,0,1,0.0
38494,0,2,0,2,2,0,7,0,7,7,0,0,1,0,3,0.0
38495,0,2,0,2,2,0,7,0,7,7,0,0,4,0,1,21.0
38499,0,2,0,2,2,0,7,0,7,7,0,0,0,0,2,0.0
38500,1,1,1,2,1,1,2,2,5,2,4,0,0,0,1,0.0
38501,5,1,1,2,1,1,2,2,5,2,4,0,0,5,4,0.0
38502,0,1,1,2,1,1,2,2,5,2,4,0,0,0,1,0.0
38503,0,1,1,2,1,1,2,2,5,2,4,0,1,0,2,0.0
38504,1,1,1,2,1,1,2,2,5,2,4,1,2,0,4,5.0
38506,0,1,1,2,1,1,2,2,5,2,4,0,4,0,3,0.0
38507,4,3,1,3,3,0,8,4,8,8,1,0,0,0,3,0.0
38508,0,3,1,3,3,0,8,4,8,8,1,0,0,0,4,23.0
38515,0,3,1,3,3,0,8,4,8,8,1,0,0,0,1,13.0
38518,0,3,1,3,3,0,8,4,8,8,1,0,0,0,1,4.0
38520,0,3,1,3,3,0,8,4,8,8,1,0,0,0,1,12.0
38522,0,3,1,3,3,0,8,4,8,8,1,0,0,0,1,0.0
38523,7,3,1,3,3,0,8,4,8,8,1,0,0,0,2,80.0
38534,7,1,0,1,2,1,3,1,4,5,3,0,1,0,3,0.0
38535,2,1,0,1,2,1,3,1,4,5,3,0,0,5,4,17.0
38544,2,1,0,1,2,1,3,1,4,5,3,0,0,5,4,51.0
38556,0,1,0,1,2,1,3,1,4,5,3,0,4,0,0,19.0
38565,3,1,0,1,2,1,3,1,4,5,3,0,0,0,1,0.0
38566,0,1,0,1,2,1,3,1,4,5,3,0,0,0,4,2.0
38568,5,1,0,1,2,1,3,1,4,5,3,0,0,0,2,0.0
38569,0,1,0,1,2,1,3,1,4,5,3,1,2,0,3,0.0
38570,1,0,2,1,1,3,0,5,3,2,8,1,3,0,2,0.0
38571,4,0,2,1,1,3,0,5,3,2,8,0,0,0,0,0.0
38572,0,0,2,1,1,3,0,5,3,2,8,0,1,0,0,0.0
38573,0,0,2,1,1,3,0,5,3,2,8,0,0,0,0,0.0
38574,2,0,2,1,1,3,0,5,3,2,8,0,0,0,1,0.0
38575,4,0,2,1,1,3,0,5,3,2,8,0,0,0,0,0.0
38576,1,0,0,0,0,2,0,1,2,1,5,0,0,0,1,180.0
38592,1,0,0,0,0,2,0,1,2,1,5,1,2,0,1,0.0
38593,3,0,0,0,0,2,0,1,2,1,5,0,0,0,1,0.0
38594,8,0,0,0,0,2,0,1,2,1,5,0,1,0,2,0.0
38595,1,0,0,0,0,2,0,1,2,1,5,0,0,0,1,113.0
38604,1,0,0,0,0,2,0,1,2,1,5,0,1,0,3,0.0
38605,3,0,0,0,0,2,0,1,2,1,5,0,1,0,1,0.0
38606,1,0,0,0,0,2,0,1,2,1,5,1,2,0,5,54.0
38620,0,0,0,0,0,2,0,1,2,1,5,0,1,0,1,0.0
38621,5,2,3,1,1,2,7,7,3,4,5,1,3,5,4,42.0
38628,0,2,3,1,1,2,7,7,3,4,5,0,1,0,2,0.0
38629,2,2,3,1,1,2,7,7,3,4,5,1,0,1,5,24.0
38633,2,2,3,1,1,2,7,7,3,4,5,1,2,5,5,0.0
38634,2,2,3,1,1,2,7,7,3,4,5,1,2,5,5,0.0
38635,3,2,3,1,1,2,7,7,3,4,5,0,0,2,2,0.0
38636,3,2,3,1,1,2,7,7,3,4,5,0,0,2,2,0.0
38637,0,2,3,1,1,2,7,7,3,4,5,0,0,0,1,23.0
38644,1,3,3,0,1,2,8,8,1,2,6,0,1,0,2,0.0
38645,0,3,3,0,1,2,8,8,1,2,6,1,2,0,1,0.0
38646,0,3,3,0,1,2,8,8,1,2,6,0,0,0,4,0.0
38647,1,3,3,0,1,2,8,8,1,2,6,0,0,0,3,0.0
38648,0,3,3,0,1,2,8,8,1,2,6,0,0,0,4,0.0
38649,0,3,3,0,1,2,8,8,1,2,6,0,0,0,2,0.0
38650,1,3,3,0,1,2,8,8,1,2,6,1,2,0,2,0.0
38651,0,3,3,0,1,2,8,8,1,2,6,0,4,5,4,0.0
38652,6,2,3,0,1,3,7,9,1,2,8,0,0,0,2,0.0
38653,3,2,3,0,1,3,7,9,1,2,8,0,0,2,3,102.0
38659,1,2,3,0,1,3,7,9,1,2,8,0,0,0,1,0.0
38660,1,2,3,0,1,3,7,9,1,2,8,0,0,0,3,0.0
38661,0,2,3,0,1,3,7,9,1,2,8,0,0,0,0,164.0
38679,1,2,3,0,1,3,7,9,1,2,8,1,3,0,2,0.0
38680,3,2,3,0,1,3,7,9,1,2,8,0,0,0,2,301.0
38706,3,2,3,0,1,3,7,9,1,2,8,0,0,2,1,6.0
38708,3,2,3,0,1,3,7,9,1,2,8,0,0,0,2,0.0
38709,4,2,3,0,1,3,7,9,1,2,8,1,3,5,1,8.0
38710,0,2,3,0,1,3,7,9,1,2,8,1,2,0,2,143.0
38728,2,2,3,0,1,3,7,9,1,2,8,0,0,0,0,0.0
38729,0,2,3,0,1,3,7,9,1,2,8,1,2,0,4,0.0
38730,3,2,3,0,1,3,7,9,1,2,8,0,0,2,0,41.0
38744,5,2,3,0,1,3,7,9,1,2,8,1,0,0,5,0.0
38745,1,2,3,0,1,3,7,9,1,2,8,0,5,0,3,0.0
38746,3,2,3,0,1,3,7,9,1,2,8,0,0,2,4,0.0
38747,0,2,3,0,1,3,7,9,1,2,8,0,1,0,4,0.0
38748,3,2,3,0,1,3,7,9,1,2,8,0,0,0,0,0.0
38749,2,2,3,0,1,3,7,9,1,2,8,0,1,0,3,0.0
38750,2,2,3,0,1,3,7,9,1,2,8,0,1,0,3,0.0
38751,0,2,3,0,1,3,7,9,1,2,8,0,1,0,1,2.0
38752,2,2,3,0,1,3,7,9,1,2,8,0,0,0,2,0.0
38753,2,2,3,0,1,3,7,9,1,2,8,0,0,0,2,0.0
38754,2,2,3,0,1,3,7,9,1,2,8,0,0,0,0,0.0
38755,3,1,2,2,2,2,3,5,5,5,7,0,0,2,3,0.0
38756,3,1,2,2,2,2,3,5,5,5,7,0,0,0,0,0.0
38757,0,2,0,1,1,0,5,1,4,3,1,0,0,0,1,0.0
38758,1,2,0,1,1,0,5,1,4,3,1,0,4,0,2,0.0
38759,1,2,0,1,1,0,5,1,4,3,1,0,0,0,2,0.0
38760,5,2,0,1,1,0,5,1,4,3,1,0,1,0,3,0.0
38761,1,2,0,1,1,0,5,1,4,3,1,1,3,5,4,21.0
38767,0,2,0,1,1,0,5,1,4,3,1,1,2,0,1,0.0
38768,4,2,0,1,1,0,5,1,4,3,1,1,0,0,1,1.0
38769,5,2,0,1,1,0,5,1,4,3,1,0,1,0,1,0.0
38770,1,2,0,1,1,0,5,1,4,3,1,0,1,0,3,0.0
38771,4,3,1,2,2,0,8,3,6,7,1,1,0,5,3,0.0
38772,0,3,1,2,2,0,8,3,6,7,1,0,0,0,2,1.0
38773,6,3,1,2,2,0,8,3,6,7,1,1,2,0,1,0.0
38774,0,3,1,2,2,0,8,3,6,7,1,1,0,0,2,46.0
38783,0,3,1,2,2,0,8,3,6,7,1,0,1,0,3,0.0
38784,0,3,1,2,2,0,8,3,6,7,1,0,1,0,4,0.0
38785,1,0,0,0,0,1,2,1,0,0,4,0,0,0,1,0.0
38786,5,0,0,0,0,1,2,1,0,0,4,0,1,0,0,0.0
38787,0,0,0,0,0,1,2,1,0,0,4,1,0,5,5,0.0
38788,0,1,2,0,0,2,4,6,1,2,7,0,1,0,1,0.0
38789,3,1,2,0,0,2,4,6,1,2,7,0,0,0,3,0.0
38790,0,2,0,3,3,0,6,1,8,8,1,0,0,0,5,0.0
38791,6,2,0,3,3,0,6,1,8,8,1,0,1,0,1,0.0
38792,2,2,0,3,3,0,6,1,8,8,1,0,0,0,1,6.0
38797,3,3,1,2,1,0,9,4,5,4,0,0,0,0,2,0.0
38798,4,3,1,2,1,0,9,4,5,4,0,0,0,0,1,0.0
38799,1,0,1,0,0,2,0,4,0,0,7,1,2,0,1,0.0
38800,3,0,1,0,0,2,0,4,0,0,7,0,0,2,0,0.0
38801,1,0,1,0,0,2,0,4,0,0,7,1,2,0,1,10.0
38804,2,0,1,0,0,2,0,4,0,0,7,0,1,0,3,0.0
38805,2,0,1,0,0,2,0,4,0,0,7,0,1,0,1,0.0
38806,1,0,1,0,0,2,0,4,0,0,7,1,0,0,1,0.0
38807,1,0,1,0,0,2,0,4,0,0,7,1,2,0,0,0.0
38808,0,0,1,0,0,2,0,4,0,0,7,0,1,0,3,0.0
38809,1,0,1,0,0,2,0,4,0,0,7,0,1,0,5,0.0
38810,1,0,1,0,0,2,0,4,0,0,7,1,4,0,0,0.0
38811,1,0,1,0,0,2,0,4,0,0,7,0,1,0,1,0.0
38812,0,3,2,2,2,1,7,6,7,7,3,0,0,0,2,78.0
38825,2,3,2,2,2,1,7,6,7,7,3,0,0,1,4,2.0
38826,2,3,2,2,2,1,7,6,7,7,3,0,0,1,4,2.0
38827,1,3,2,2,2,1,7,6,7,7,3,0,0,0,1,0.0
38828,5,3,2,2,2,1,7,6,7,7,3,0,0,0,3,0.0
38829,0,3,2,2,2,1,7,6,7,7,3,0,0,0,1,8.0
38832,0,3,2,2,2,1,7,6,7,7,3,0,0,0,1,0.0
38833,2,3,2,2,2,1,7,6,7,7,3,0,0,0,1,0.0
38834,1,1,1,2,3,1,3,2,6,7,4,1,2,5,3,0.0
38835,0,1,1,2,3,1,3,2,6,7,4,0,0,0,2,21.0
38839,5,1,1,2,3,1,3,2,6,7,4,0,0,0,2,56.0
38849,2,1,1,2,3,1,3,2,6,7,4,0,0,1,4,62.0
38856,2,1,1,2,3,1,3,2,6,7,4,0,0,1,4,8.0
38861,1,1,1,2,3,1,3,2,6,7,4,1,0,0,5,3.0
38862,0,1,1,2,3,1,3,2,6,7,4,0,0,0,0,2.0
38863,1,1,1,2,3,1,3,2,6,7,4,1,0,0,5,10.0
38864,1,1,1,2,3,1,3,2,6,7,4,1,0,5,5,21.0
38865,0,1,1,2,3,1,3,2,6,7,4,0,5,0,1,0.0
38866,1,1,1,2,3,1,3,2,6,7,4,0,4,0,0,0.0
38867,0,1,1,2,3,1,3,2,6,7,4,0,1,0,2,0.0
38868,0,1,1,2,3,1,3,2,6,7,4,0,1,0,2,0.0
38869,7,3,1,3,3,0,8,3,8,8,1,0,0,0,1,225.0
38887,2,3,1,3,3,0,8,3,8,8,1,0,0,0,4,18.0
38894,0,3,1,3,3,0,8,3,8,8,1,0,5,0,1,4.0
38895,0,3,1,3,3,0,8,3,8,8,1,0,0,0,1,20.0
38904,3,3,1,3,3,0,8,3,8,8,1,0,0,0,1,0.0
38905,0,3,1,3,3,0,8,3,8,8,1,0,4,0,1,425.0
38945,0,3,1,3,3,0,8,3,8,8,1,0,0,0,2,0.0
38946,3,3,1,3,3,0,8,3,8,8,1,0,0,0,0,23.0
38955,2,3,1,3,3,0,8,3,8,8,1,0,0,0,0,6.0
38960,4,3,1,3,3,0,8,3,8,8,1,0,5,0,0,0.0
38961,3,3,1,3,3,0,8,3,8,8,1,0,4,0,1,0.0
38962,4,3,1,3,3,0,8,3,8,8,1,0,4,0,2,93.0
38978,3,3,1,3,3,0,8,3,8,8,1,0,0,0,2,0.0
38979,2,0,1,1,1,2,0,3,2,3,6,0,0,0,0,0.0
38980,0,2,2,0,1,2,6,6,1,2,6,1,2,0,2,2.0
38981,0,2,2,0,1,2,6,6,1,2,6,0,4,0,4,37.0
38986,1,2,2,0,1,2,6,6,1,2,6,1,0,0,5,0.0
38987,0,2,2,0,1,2,6,6,1,2,6,0,4,0,3,0.0
38988,2,2,2,0,1,2,6,6,1,2,6,0,0,0,4,39.0
38994,1,2,2,0,1,2,6,6,1,2,6,0,4,5,3,8.0
38998,2,2,2,0,1,2,6,6,1,2,6,0,0,5,1,48.0
39011,3,2,2,0,1,2,6,6,1,2,6,0,0,0,1,9.0
39014,1,2,2,0,1,2,6,6,1,2,6,1,2,0,1,3.0
39016,4,2,2,0,1,2,6,6,1,2,6,0,0,5,3,0.0
39017,1,2,2,0,1,2,6,6,1,2,6,0,1,0,2,0.0
39018,3,2,2,0,1,2,6,6,1,2,6,0,5,2,3,247.0
39034,1,2,2,0,1,2,6,6,1,2,6,0,1,0,0,0.0
39035,3,2,2,0,1,2,6,6,1,2,6,0,0,2,0,0.0
39036,1,2,2,0,1,2,6,6,1,2,6,0,1,0,4,0.0
39037,0,2,2,0,1,2,6,6,1,2,6,0,1,0,0,0.0
39038,1,2,2,0,1,2,6,6,1,2,6,0,5,5,3,17.0
39044,3,2,2,0,1,2,6,6,1,2,6,0,5,2,5,171.0
39050,3,2,2,0,1,2,6,6,1,2,6,0,0,2,1,0.0
39051,3,2,2,0,1,2,6,6,1,2,6,0,0,2,2,0.0
39052,3,2,2,0,1,2,6,6,1,2,6,0,0,2,0,0.0
39053,6,2,2,0,1,2,6,6,1,2,6,0,1,0,0,0.0
39054,3,2,2,0,1,2,6,6,1,2,6,0,0,2,2,274.0
39085,0,2,2,0,1,2,6,6,1,2,6,1,2,0,4,0.0
39086,0,2,2,0,1,2,6,6,1,2,6,0,4,0,0,0.0
39087,3,2,2,0,1,2,6,6,1,2,6,0,5,2,3,465.0
39124,1,1,2,1,1,2,3,5,2,3,6,1,3,0,5,0.0
39125,5,1,2,1,1,2,3,5,2,3,6,1,2,5,2,0.0
39126,1,1,2,1,1,2,3,5,2,3,6,0,5,0,2,2.0
39127,5,1,2,1,1,2,3,5,2,3,6,0,0,5,1,0.0
39128,3,1,2,1,1,2,3,5,2,3,6,0,0,0,1,0.0
39129,3,1,2,1,1,2,3,5,2,3,6,0,0,2,2,28.0
39145,1,1,2,1,1,2,3,5,2,3,6,1,0,0,4,6.0
39148,3,1,2,1,1,2,3,5,2,3,6,0,0,2,2,0.0
39149,3,1,2,1,1,2,3,5,2,3,6,0,0,2,2,0.0
39150,1,1,2,1,1,2,3,5,2,3,6,1,2,0,3,70.0
39171,0,1,2,1,1,2,3,5,2,3,6,0,5,0,0,0.0
39172,1,1,2,1,1,2,3,5,2,3,6,0,1,0,5,0.0
39173,3,1,3,0,1,3,3,8,2,2,8,1,2,0,2,0.0
39174,0,1,3,0,1,3,3,8,2,2,8,1,2,0,4,0.0
39175,0,3,2,3,2,0,9,5,7,6,0,0,0,0,0,1.0
39176,0,3,2,3,2,0,9,5,7,6,0,0,0,0,0,35.0
39185,1,3,2,3,2,0,9,5,7,6,0,1,0,0,4,32.0
39190,3,3,2,3,2,0,9,5,7,6,0,0,0,0,2,4.0
39193,2,3,2,3,2,0,9,5,7,6,0,0,0,0,3,0.0
39194,0,3,2,3,2,0,9,5,7,6,0,1,2,2,3,183.0
39227,4,3,2,3,2,0,9,5,7,6,0,0,0,0,1,83.0
39247,1,1,1,1,1,2,3,4,3,2,6,0,5,5,3,371.0
39265,0,1,1,1,1,2,3,4,3,2,6,0,1,0,4,0.0
39266,3,1,1,1,1,2,3,4,3,2,6,0,0,2,3,0.0
39267,3,1,1,1,1,2,3,4,3,2,6,0,0,0,3,0.0
39268,4,1,1,1,1,2,3,4,3,2,6,0,4,0,2,97.0
39276,3,2,1,0,0,1,5,2,0,0,2,0,0,0,3,0.0
39277,0,2,1,0,0,1,5,2,0,0,2,0,0,0,4,0.0
39278,0,2,1,0,0,1,5,2,0,0,2,0,0,0,0,0.0
39279,1,0,2,2,2,3,0,5,6,6,8,0,0,3,1,0.0
39280,1,0,2,2,2,3,0,5,6,6,8,1,2,0,2,0.0
39281,1,0,2,2,2,3,0,5,6,6,8,0,1,0,0,0.0
39282,4,0,2,2,2,3,0,5,6,6,8,0,0,0,1,0.0
39283,0,0,2,2,2,3,0,5,6,6,8,0,0,0,3,10.0
39288,1,0,2,2,2,3,0,5,6,6,8,0,0,0,2,0.0
39289,0,0,2,2,2,3,0,5,6,6,8,0,4,0,2,118.0
39320,4,2,1,2,2,1,6,3,6,7,2,1,3,0,2,48.0
39324,0,2,1,2,2,1,6,3,6,7,2,0,1,0,1,232.0
39352,7,2,1,2,2,1,6,3,6,7,2,1,2,0,0,55.0
39360,0,2,1,2,2,1,6,3,6,7,2,0,0,0,1,0.0
39361,1,2,1,2,2,1,6,3,6,7,2,1,0,0,4,0.0
39362,1,2,1,2,2,1,6,3,6,7,2,0,0,0,0,0.0
39363,5,2,1,2,2,1,6,3,6,7,2,0,1,0,1,0.0
39364,1,2,1,2,2,1,6,3,6,7,2,1,2,0,0,0.0
39365,3,2,1,2,2,1,6,3,6,7,2,0,0,0,0,0.0
39366,4,2,1,2,2,1,6,3,6,7,2,1,3,0,0,0.0
39367,1,2,1,2,2,1,6,3,6,7,2,0,0,0,1,0.0
39368,4,1,2,1,1,3,2,6,3,3,8,0,0,0,4,0.0
39369,7,1,2,1,1,3,2,6,3,3,8,0,4,0,1,0.0
39370,1,1,2,1,1,3,2,6,3,3,8,0,0,0,1,0.0
39371,3,1,2,1,1,3,2,6,3,3,8,0,0,0,1,10.0
39373,0,1,2,1,1,3,2,6,3,3,8,0,0,0,0,9.0
39378,8,1,2,1,1,3,2,6,3,3,8,0,4,0,1,0.0
39379,0,1,2,1,1,3,2,6,3,3,8,0,4,0,1,0.0
39380,1,1,2,1,1,3,2,6,3,3,8,0,0,0,1,0.0
39381,1,1,2,1,1,3,2,6,3,3,8,1,2,0,5,5.0
39385,1,1,2,1,1,3,2,6,3,3,8,1,3,0,3,0.0
39386,1,0,0,1,0,0,1,0,4,1,1,0,4,0,3,0.0
39387,2,0,0,1,0,0,1,0,4,1,1,1,0,0,5,1.0
39388,2,0,0,1,0,0,1,0,4,1,1,1,0,5,5,0.0
39389,0,0,0,1,0,0,1,0,4,1,1,0,0,0,3,0.0
39390,0,3,1,1,1,0,9,2,3,3,0,0,5,0,0,28.0
39394,1,3,1,1,1,0,9,2,3,3,0,0,4,0,2,157.0
39421,5,3,1,1,1,0,9,2,3,3,0,0,0,2,3,325.0
39452,4,3,1,1,1,0,9,2,3,3,0,1,3,0,3,0.0
39453,5,3,1,1,1,0,9,2,3,3,0,0,0,5,2,158.0
39489,0,0,2,2,2,3,0,6,5,6,8,1,3,0,2,3.0
39490,0,0,2,2,2,3,0,6,5,6,8,0,0,0,4,163.0
39522,1,0,2,2,2,3,0,6,5,6,8,1,3,0,1,126.0
39529,3,0,2,2,2,3,0,6,5,6,8,0,0,0,2,0.0
39530,1,0,2,2,2,3,0,6,5,6,8,1,0,0,1,0.0
39531,1,0,2,2,2,3,0,6,5,6,8,1,2,0,4,0.0
39532,2,0,2,2,2,3,0,6,5,6,8,0,0,0,0,1.0
39533,1,0,2,2,2,3,0,6,5,6,8,0,2,5,1,15.0
39535,2,1,3,0,0,3,4,8,0,1,8,0,0,0,0,5.0
39539,1,1,3,0,0,3,4,8,0,1,8,1,3,0,3,0.0
39540,4,1,3,0,0,3,4,8,0,1,8,0,0,5,4,0.0
39541,6,1,3,0,0,3,4,8,0,1,8,0,5,0,4,0.0
39542,1,1,3,0,0,3,4,8,0,1,8,0,0,0,3,0.0
39543,3,1,3,0,0,3,4,8,0,1,8,0,0,0,2,0.0
39544,1,1,3,0,0,3,4,8,0,1,8,1,0,0,1,93.0
39562,1,1,3,0,0,3,4,8,0,1,8,0,1,0,3,0.0
39563,1,1,3,0,0,3,4,8,0,1,8,0,1,0,0,0.0
39564,0,1,3,0,0,3,4,8,0,1,8,0,1,0,4,110.0
39586,5,1,3,0,0,3,4,8,0,1,8,1,2,5,3,0.0
39587,0,1,3,0,0,3,4,8,0,1,8,0,1,0,0,0.0
39588,0,1,3,0,0,3,4,8,0,1,8,0,1,0,4,0.0
39589,8,1,3,0,0,3,4,8,0,1,8,0,5,0,0,0.0
39590,2,1,3,0,0,3,4,8,0,1,8,0,0,0,0,0.0
39591,4,1,3,0,0,3,4,8,0,1,8,0,0,0,2,0.0
39592,4,1,3,0,0,3,4,8,0,1,8,0,0,3,2,0.0
39593,5,1,3,0,0,3,4,8,0,1,8,1,2,3,2,7.0
39596,5,1,3,0,0,3,4,8,0,1,8,1,2,3,1,0.0
39597,2,1,3,0,0,3,4,8,0,1,8,0,1,3,2,10.0
39599,2,1,3,0,0,3,4,8,0,1,8,0,1,3,3,7.0
39601,0,1,3,0,0,3,4,8,0,1,8,0,1,0,1,0.0
39602,8,1,3,0,0,3,4,8,0,1,8,0,4,0,2,3.0
39604,5,1,3,0,0,3,4,8,0,1,8,1,4,3,0,48.0
39614,5,1,3,0,0,3,4,8,0,1,8,1,4,3,0,28.0
39621,0,1,3,0,0,3,4,8,0,1,8,1,4,3,0,0.0
39622,5,1,3,0,0,3,4,8,0,1,8,1,4,3,0,12.0
39625,5,1,3,0,0,3,4,8,0,1,8,1,4,3,0,42.0
39633,2,2,1,2,1,1,5,3,5,4,4,0,0,0,1,0.0
39634,3,2,1,2,1,1,5,3,5,4,4,0,0,2,1,0.0
39635,1,2,1,2,1,1,5,3,5,4,4,0,0,0,1,0.0
39636,5,2,1,2,1,1,5,3,5,4,4,0,0,3,1,0.0
39637,3,2,1,2,1,1,5,3,5,4,4,0,0,2,0,0.0
39638,1,2,1,2,1,1,5,3,5,4,4,0,0,0,1,0.0
39639,3,2,1,2,1,1,5,3,5,4,4,0,0,2,0,0.0
